div_id,categories,subject_tag,subject_label,subject_term,verb_lemma,verb_form,passive,obj_text,obj_tag,sentence
p039r_1,casting;metal process,pro,Profession,goldsmiths,assemble,assembled,False,their silver filings,m,"When goldsmiths have thus assembled their silver filings with saltpeter, a red enamel vitrifies at the bottom of the crucible. I do not know if the copper mixed in with the silver is the cause. Try for enamel."
p039v_1,painting,m,Material,Copper,have,has,False,a similar hardness,,"Enamel takes more readily on copper than on silver. It is true that the cut needs to be well hollowed out & rough. Azure in body & the red called gules, white enamel & dense green take to it very well. Having enamelled, one gilds the foeillages of the engraving. Copper has a similar hardness for engraving as fine silver or pistolet gold."
p039v_3,painting;glass process,m,Material,tin leaf,give,gives,False,light,,"e platte tempered with clear turpentine, mixed with a little of tear of mastic if you want that the colors are more even & do not spread. Next, layer on the back of the glass & over the colors a white tin leaf. And once this is dry, you can cover the tin leaf with color to hide your secret. The tin leaf gives light to the colors. Thus you will be able to paint without being"
p040r_2,corrosives,m,Material,water,have,have,False,as much dregs,,"Some put for four pounds of substance of aquafortis which are in the retort four ounces of common water in the receptacle, which is better than putting it into the retort. One de-phlegms & calcines alum in order that the water does not have as much dregs. Several make it without de-phlegming the alum."
p040r_4,metal process,m,Material,vermeilles,fear,fear,False,fire,,"Because vermeilles do not fear fire, one cuts them into lozenges flat on one side, then one joins them together in a star shape in a paste of ground enamel, next one melts it & one gilds the enamel with gold leaf which one reheats."
p040v_1,painting,pro,Profession,those who make gemstone foils,make,make,False,gemstone foils,m,"l cross is of fine tear of dragon's blood tempered with eau-de-vie or else Indian laque platte, which in my opinion is made in Flanders, tempered with clear turpentine & tear of mastic & laid down on a silver leaf, not the kind which the painters use, but a thicker kind, which is burnished by those who make gemstone foils or by goldsmiths, & that gives it this beautiful brilliance."
p040v_2,metal process,pro,Profession,Founders,melt,melt,False,latten,m,"Founders do not melt latten in a bellows furnace but in crucibles, for in a bellows furnace à vent & amid the charcoals, the calamine would go away."
p044r_1,arms and armor,wp,Weapon,hackbut,carry,carries,False,a ball,,"The proportion of the fowling piece is 4 king's feet long & the ball xviii deniers, the charge vi deniers of powder, its range iiiixx pans & 3 feet & a half, two inches & a few lines, which is the Paris aulne. The medium hackbut, which is the usual one & the easiest, carries a ball of xv deniers, v deniers of powder & a range of lx paces."
p044r_5,dyeing,m,Material,red poppy,make,makes,False,a very beautiful columbine,m,"The red poppy, which grows amongst grains, makes a very beautiful columbine on white leather. The cornflower makes a very beautiful blue. A plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily fl"
p044r_5,dyeing,m,Material,cornflower,make,makes,False,a very beautiful blue,,"The red poppy, which grows amongst grains, makes a very beautiful columbine on white leather. The cornflower makes a very beautiful blue. A plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower, makes a very beautiful turquin, surpassing azure. Another flower, the columbine, of the s"
p044r_5,dyeing,m,Material,"plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower",make,makes,False,a very beautiful turquin,,"The red poppy, which grows amongst grains, makes a very beautiful columbine on white leather. The cornflower makes a very beautiful blue. A plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower, makes a very beautiful turquin, surpassing azure. Another flower, the columbine, of the shape & size of the bugloss flower, wh"
p044r_5,dyeing,m,Material,"plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower",have,has,False,a stem,m,"The red poppy, which grows amongst grains, makes a very beautiful columbine on white leather. The cornflower makes a very beautiful blue. A plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower, makes a very beautiful turquin, surpassing azure. Another flower, the columbine, of the shape & size of the bugloss flower, which has a petal resembling th"
p044r_5,dyeing,m,Material,"plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower",have,has,False,a violet flower,m,"The red poppy, which grows amongst grains, makes a very beautiful columbine on white leather. The cornflower makes a very beautiful blue. A plant which grows in hedges, which has a stem similar to flax, a long & broad leaf like small bugloss, which has a violet flower verging on blue & is shaped like the lily flower, makes a very beautiful turquin, surpassing azure. Another flower, the columbine, of the shape & size of the bugloss flower, which has a petal resembling that of the pansy, also makes a very beautiful turquin. It grows amongst gra"
p045r_1,arms and armor,tl,Tool,cutting-punch,punch,punch,False,round pieces,,"ottom more uniform, put it into pipe A, then put in the baton B and, through the other end of the pipe, which is marked G, put the baton C & beat so as to tamp & press the folded tip of your cartridge, then take it out, & load it. Put three or 4 pieces of shot or tears into it. Then, with a cutting-punch, marked E, which should be of the same caliber as your arquebus or pistol, punch round pieces on cardboard or felt or waxed cloth, and put this round piece into your cartridge, and push it onto the pieces of shot with the baton B. Next, more pieces of shot, 3 or 4, then a round piece. And do thus u"
p048v_2,metal process;casting,pro,Profession,Pewterers,put,put,False,lb,ms,"ey thicken and burn, in such a way that even when one melts a saulmon, the tin thickens at the bottom if, while casting, one does not stir it often. It is best for casting to melt little lead or tin & to renew it at each melt. The antimony renders them breakable. The looking-glass tin whitens them. Pewterers put in one lb of looking-glass tin per one quintal of fine tin & two lb & a half or three lb of red & soft cauldron copper, which is better than latten. There is fine & soft tin & brittle tin. The brittle one is cast in grille by the pewterers to sell it better. They come out better & more neatly i"
p048v_2,metal process;casting,pro,Profession,Pewterers,put,put,False,lb,ms,"ey thicken and burn, in such a way that even when one melts a saulmon, the tin thickens at the bottom if, while casting, one does not stir it often. It is best for casting to melt little lead or tin & to renew it at each melt. The antimony renders them breakable. The looking-glass tin whitens them. Pewterers put in one lb of looking-glass tin per one quintal of fine tin & two lb & a half or three lb of red & soft cauldron copper, which is better than latten. There is fine & soft tin & brittle tin. The brittle one is cast in grille by the pewterers to sell it better. They come out better & more neatly i"
p048v_2,metal process;casting,ms,Measurement,quarters,make,makes,False,a very liquid line,,"better than latten. There is fine & soft tin & brittle tin. The brittle one is cast in grille by the pewterers to sell it better. They come out better & more neatly in stone molds than in a copper mold, because copper is fatty & sticks unless one heats the mold well or one casts large works. Three quarters of lead per one lb of soft tin, makes a very liquid line & proper for casting, which has a shine like a mirror. Sandiver lightens them. And all things that thoroughly lighten metals & remove their thickness & dense nature & render them liquid like water, render them proper for casting, for it is th"
p049r_1,casting,m,Material,lead,take,take,False,hold,,"a resin candle to cast neatly. The antimony makes the substance brittle & breakable. The looking-glass tin makes the work whiter, but not more runny; as for tin, it works well with pure lead. Those who make very neat lead casts, use puncheon. Pewterers cast in a copper mold. One says that one makes lead take hold on glass with resin. Some put into the lead a quarter of tin. Looking-glass tin renders the work stronger."
p050v_2,tool,pl,Place,Germans,make,make,False,their files,tl,"ld in small beads. Some curry steel, giving it a heating, then temper it in a large quantity of water, then forge it. & fine steel, which is brittle, breaks and crumbles, & iron allows itself to be stretched. Thus they separate the finest steel, which with another heating they reduce to a mass. The Germans make their files from strong iron."
p050v_2,tool,pl,Place,Levantines,refine,refine,False,our steel,m,"Levantines refine our steel because their country does not provide them with any. And they reheat it in a pot with bitumen, &c."
p051r_1,printing,m,Material,soap water,turn,turn,False,the piece,,"rush or a quill, then heat the paper & the oil will go away & leave your paper white. And if you want this not to be known, if by chance, you borrowed the piece, moisten the paper, and the polishing that the burnisher has made on the back, which shows what has been done, will not be known. The soap water will turn the piece yellow, but well-gummed water, which has the same effect, does not do this. If you want to, for the same effect, make gummed water, then mix some soap in it & do as is said."
p051r_2,printing,env,Environment,place where the flame cannot cause damage,cause,cause,False,damage,env,"until the paper looks clean and then print. If you were to wipe the plates with a linen cloth, it would remove the ink. Linseed oil thickens while boiling & becomes like a varnish & is in danger of catching fire. Therefore, when you boil it, make sure it is in an open space or in a place where the flame cannot cause damage. Some burn tartar until it is black & grind it with non-boiled linseed oil, or walnut oil which others find to be better. This black is beautiful, but the one of lamp smoke is blacker. When you want to print , take with your fingertip of the said black moderately thick, the whol"
p053r_6,casting,m,Material,The one from Champaigne,fetch,fetches,False,the price,,Lead & tin come out well in white chalk but the softer it is the better. The one from Champaigne fetches the price that is set in Lyon. Burnt & calcined horse bones mold very neatly.
p053v_1,cultivation;animal husbandry,pl,Place,Cremonensis,scripsit,scripsit,False,carmine de bombicum natura,,See Hieronymus Vida Albensis episcopus Cremonensis scripsit carmine de bombicum natura.
p053v_1,,tmp,Temporal,from their birth until u the time when they make their cocoons & their prisons,make,make,False,their cocoons,tmp,"the room would be filled with smoke. And when the weather is warm & serain, the silk abounds more & is all the better for it. Some worms make it whiter, others more yellowish. And even if it may be white, it yellows when one draws it with hot water. The worms, from their birth until u the time when they make their cocoons & their prisons, sleep & rest 4 times, & each time remain 4 or five days resting without eating, as if they were dying to be reborn again, for each time they change skin & begin by molting from the head then consequently, on different days, the rest of the body, & from white turn"
p056v_1,painting;varnish,m,Material,lake,lose,lose,False,their color,,The lake & rosette of Ghent & others lose their color & die in the air.
p056v_1,painting;varnish,m,Material,Chalk,have,has,False,no body,,"Chalk has no body in oil. Ceruse is appropriate. But lead white more excellent. Ceruse is the whitest, when ground first in water, the lead white grayish. But it takes on its perfect whiteness in oil."
p056v_1,painting;varnish,pro,Profession,The one who makes a profession of working in oil,make,makes,False,a profession,pro,"The one who makes a profession of working in oil will hardly work well in distemper if he has not been trained well from adolescence. For the way of working is different, because when washing the paintbrush for distemper, one always leaves it humid. And on the contrary, when one cleans the paintbrush in oil to"
p056v_1,painting;varnish,m,Material,Aloe,make,make,False,brighter color,,"White varnish of turpentine or of spike lavender oil and turpentine is colored with pulverized terra emerita, making it boil together. It gives a gold color on silver and more beautiful if it is burnished. It is dry in a quarter of an hour. Aloe would make brighter color still, but it takes long to dry & the other is dry in a quarter of an hour, in winter as well as summer."
p057v_1,arms and armor,pro,Profession,Sheath makers,use,use,False,"small, very delicate skins",m,"Sheath makers use small, very delicate skins of lambs and young goats, almost like parchment and keep them constantly re-moistened in humid places. When they want to imprint some history, they layer them in the hollows of their figure, then put over the top fine fatty earth with which cloths are rid of grease, h"
p057v_2,painting,pl,Place,Flemish,use,use,False,any whites,,The Flemish do not use any whites for flesh colors in oil other than lead white because the ceruse turns yellow.
p058v_4,painting,m,Material,azure,require,requires,False,a little fatty oil,m,Turpentine oil renders it very beautiful. Test palma christi seed oil. Walnut oil in Flanders costs at least a hundred sous a pint. The azure requires a little fatty oil because it has no body.
p058v_4,painting,m,Material,Azur d'esmail,hat,hates,False,more,,"Azur d'esmail hates more than any other to be ground, especially with water, for it dies & loses all its color. However, because it cannot be worked if it is coarse, grind not with water but with oil & grind it thickly, and in this way it will not die as much."
p058v_5,painting,tl,Tool,small rods to rest their hand when they are painting,rest,rest,False,their hand,bp,"s not as appropriate to soften them as that of spike lavender, which is clear like water & penetrates & does not have body like walnut oil. The handle of paintbrushes is made by those who work with care from porcupine quills, by others from wood of arrows from Turkey with which they also make small rods to rest their hand when they are painting."
p058v_5,painting,tl,Tool,very thin paintbrushes which have a firm point,have,have,False,a firm point,tl,"To work well on a small scale very thin paintbrushes which have a firm point are needed. And because a squirrel's tail hair is soft, the most careful take the bristles of the oldest rats, especially of dormice if they can find them, & put two or three of them in the middle of the paintbrush. These make a straight line like a quill & all the other hairs"
p058v_5,painting,m,Material,bristles of beech martens & weasels & small animals that make musk,make,make,False,musk,m,"of the paintbrush stick to them as to the point. The bristles of beech martens & weasels & small animals that make musk are even better, for a single hair in a paintbrush suffices."
p059r_1,varnish;painting,pl,Place,Italians,make,make,False,three shadows,,"The first shadows which are closer to light need to be clear & thoroughly softened & then the last ones very dark to give relief well. The Italians commonly make three shadows, the first one, of light, very clear, the second one darker & the third ones quite strong, then blend these three shadows together by hatching them from the darkest to the clearest."
p059v_6,painting,m,Material,oil,receive,receive,False,color,,"and to prevent it from breaking, mix in little oil & melt them together & fill the cracks & make them even and paint on them. And the oil mixed with wax will better receive color, which is also tempered with oil."
p060r_1,painting,pro,Profession,painters,have,have,False,such panels,,"& leave to dry. And reiterate up to two or three times, then even out the last ground well with a knife, then give a coat of glue on top, upon which you will next be able to make your imprimatura and then paint. But make sure that your first white is not too thick for it would break easily. Flemish painters have such panels made by the dozen."
p060r_3,painting;varnish,m,Material,oil,have,has,False,a little body,,"Walnut oil extracted like peeled almonds is very white. The one of palmachristi. And when the oil has a little body, the colors soften in it. For if the oil is too clear, the colors run & do not have bond, even those that hardly have any body. Fatty oil that is not easily imbibed is appropriate for varnish. The oil is desiccative enough when it dries out as quickly as common varnish. Oils do no"
p060v_3,painting,pro,Profession,painters,pour,pour,False,a few drops,,"t any into colors for it is so brisk and penetrating that it makes the colors flake, which next come off. And for this reason, painters use it to clean their oil paintbrush when they have become hard, for it renders them soft & clean immediately, penetrating the dry color which encrusts them. Also, painters, sometimes envious of the work undertaken by another, in the evening secretly pour a few drops of spike lavender oil on the top edge of the panel such that, running down, it makes a stain that penetrates as far as the wood & makes the colors come off such that, to make the work even & of an equal c"
p062r_4,painting,pro,Profession,masters,pass,pass,False,judgment,,"arpen it. Also, hold your charcoal as far at the end as you can, & accustom yourself to make a light line. For if you accustom yourself to drawing delicately with charcoal, you will do likewise with colors. And he who is rough with charcoal is never exquisite with colors. And by a line of charcoal, masters pass judgment on their apprentices. First make the outline of your drawing, that is the contour, lightly & without any too careful work, but boldly. In so doing, you will teach yourself to be an artist, and if you need to undo anything, you will not waste as much time as if you had elaborated it. N"
p063r_1,painting,m,Material,white wine,remove,removes,False,its tint,,"Although it is said to be immortal, it is nonetheless the case that white wine removes its tint & turns claret-colored, & the dry flower ends up white afterward. Note that in this way the wine, & I have tested it. Eau-de-vie does as much."
p063r_1,painting,m,Material,Eau-de-vie,do,does,False,much,,"Although it is said to be immortal, it is nonetheless the case that white wine removes its tint & turns claret-colored, & the dry flower ends up white afterward. Note that in this way the wine, & I have tested it. Eau-de-vie does as much."
p063r_1,painting,m,Material,Eau-de-vie,do,does,False,much,,"Although it is said to be immortal, it is nonetheless the case that white wine removes its tint & turns claret-colored, & the dry flower ends up white afterward. Note that in this way the wine, & I have tested it. Eau-de-vie does as much."
p063r_1,painting,m,Material,Eau-de-vie,do,does,False,much,,"Although it is said to be immortal, it is nonetheless the case that white wine removes its tint & turns claret-colored, & the dry flower ends up white afterward. Note that in this way the wine, & I have tested it. Eau-de-vie does as much."
p063r_1,painting,m,Material,Eau-de-vie,do,does,False,much,,"Although it is said to be immortal, it is nonetheless the case that white wine removes its tint & turns claret-colored, & the dry flower ends up white afterward. Note that in this way the wine, & I have tested it. Eau-de-vie does as much."
p063r_3,casting,pl,Place,Germans,use,use,False,lead,m,"The Germans use lead from Flanders because it is very soft. And to cast better they take lead ore & melt it, & separate what is melted from the filth & ore, & pour it into a separate vessel, then they make their cast with it. For the lead must not have been put to work before, but rather completely new. Some c"
p063r_4,painting,pro,Profession,painters,make,make,False,their shadows,,"German painters make their shadows on flesh color of men with ground jet, stil de grain yellow & ocher."
p063v_1,painting,m,Material,common charcoal,make,makes,False,black,,"in layer very dark, & its folds & highlights very bright with white, & on the edges of its light, you make a white line. For blue & green velvets, you touch the shading with peach pit black, which is very black. For lake, black of pit coal which makes a reddish black on lake for velvets. The common charcoal makes a whitish black."
p063v_2,painting,m,Material,Soft wood charcoal,make,makes,False,a bluish color,,Soft wood charcoal makes a bluish color. It is good for making armor.
p064r_5,painting,m,Material,lake,require,require,False,two layers,,"Verdigris does not die, & thus does not need to be layered twice. But lake & others, & principally flesh colors, require two layers. Colors hardly change when they are dry."
p066r_1,painting,pl,Place,Flemish,make,make,False,one layer,,"The Flemish & those who paint panels by the dozen only make one layer & finish at the first go, but the colors soon die. And when they are layered twice, they do not die. One needs to layer them lightly & not very thick, to soften them well."
p066r_5,varnish,pl,Place,Flemish,give,give,False,a layer,,"The Flemish give a layer of distemper glue on the molding, then mix lamp black or soot black with the same glue & let dry. Next they pounce some moresque in the corners & paint it with minium, massicot, & ocre de ru, and a little yellow ocher, tempered with fatty oil in which they clean their paintbrushes for"
p067r_4,varnish,m,Material,another fragrant one that resembles olive oil,resemble,resembles,False,olive oil,m,"The Germans make boxes covered with painted paper & varnish it with glair of egg mixed with gum & a little oil, not of spike lavender, but another fragrant one that resembles olive oil. Every work done with glair supports oil. It is with this that painters trick the poor peasants, painting their bands of taffeta with this glair, to be done sooner. But the first rain carries away everything."
p067r_4,varnish,pro,Profession,painters,trick,trick,False,the poor peasants,pro,"The Germans make boxes covered with painted paper & varnish it with glair of egg mixed with gum & a little oil, not of spike lavender, but another fragrant one that resembles olive oil. Every work done with glair supports oil. It is with this that painters trick the poor peasants, painting their bands of taffeta with this glair, to be done sooner. But the first rain carries away everything."
p067v_1,tool,pro,Profession,Founders,have,have,False,their files,tl,"If they are not trempées à pacquet, that is, in the fashion described, with soot, salt, & vinegar, they will not be good. The large square files used by locksmiths for their rough work are only made of soft iron, but the soft files must be made of steel. Founders whose work is to repair latten & copper must have their files coarse otherwise they would fill up with the copper which would make them smooth & soon render them useless. Latten, which is more brittle, welcomes softer files than copper does."
p067v_1,tool,m,Material,Latten,welcome,welcomes,False,softer files,tl,"are files used by locksmiths for their rough work are only made of soft iron, but the soft files must be made of steel. Founders whose work is to repair latten & copper must have their files coarse otherwise they would fill up with the copper which would make them smooth & soon render them useless. Latten, which is more brittle, welcomes softer files than copper does."
p068r_2,cultivation,env,Environment,rains,fill,fill,False,the holes,,"One needs to plant them in dry weather, & gather plenty of earth at the foot all around, like a mound, in order that the rains do not fill the holes & drown the trees."
p068r_3,casting,m,Material,cristallin,contain,contains,False,both salt,m,"wdered chalk that has not yet been put to use, for the one previously used in the frame has dried out & does not have as much hold & bond like the fresh one. Pestled glass can be made from common glass sand, however, cristallin is more excellent, for common glass contains salt of saltwort only, but cristallin contains both salt of tartar & saltwort all together, which both help fusion, the glass once calcined & reduced as if to its prime substance. In order to calcine it perfectly, throw your pieces of glass, whichever it be, among the largest possible lit charcoals that you can, if you are lacking anot"
p068r_3,casting,m,Material,Burnt linen,give,gives,False,less trouble,,"ant to; fumigate the hollow form with sulfur smoke or with the tip of the flame of a wax candle that barely makes smoke, and it will make a very neat & shiny & polished work, in pure lead & tin. I would say the same for finely pulverized tripoli that does not want to be reheated or moistened. Burnt linen gives less trouble than any other, because it needs neither to be reheated nor to be moistened, & molds and releases very neatly , subtly & neatly, like the previous ones do as well, & withstands several fusions. First one ought to burn it with a flame, then leave it to rest & to be consumed with i"
p069r_2,,m,Material,"Sand from oxen feet, burned twice & finely ground",burn,burned,False,ground,m,"Sand from oxen feet, burned twice & finely ground, melts more neatly with copper than sand that I have seen, & without crust. I have cast a high relief medal with it, and with a thickness as delicate as a knife blade or a card. And it was hollow on one side, opposite the relief, which was on other side."
p069r_2,,pro,Profession,Founders,cast,cast,False,frames,tl,"Founders do cast frames up to 30 or 40 lb, but not more."
p069r_2,,pro,Profession,Founders,cast,cast,False,lb,ms,"Founders do cast frames up to 30 or 40 lb, but not more."
p069r_2,casting,m,Material,Ash,have,have,False,enough body,,Ash does not have enough body to withstand copper.
p069r_2,casting,m,Material,Slightly coarser sand,have,has,False,more body,,Slightly coarser sand has more body.
p071r_2,wood and its coloring,m,Material,elm,have,has,False,beautiful streaks,,"The elm, in its knotty root, has beautiful streaks diversified with grey and black, and the root of the maple, but one needs to choose well the grain of the wood. One gives the maple a certain yellow color, then one varnishes it."
p071r_3,household and daily life,pl,Place,English,mull,mull,False,wine,m,"The English, when they feel a cold coming on, mull wine in this manner. They heat it in a tin pot until it boils, and when it is boiling up, they light it with burning paper to know if it is hot enough. Next, to ignite it entirely, they pour it from one vessel into another, as one who wants to beat eau panée,"
p071r_3,household and daily life,m,Material,wine,lose,lost,False,its sweetness,,"The common English put sugar in wine to affect for themselves the sweet new wine, which they cannot have because, owing to the long sea crossing, the wine has lost its sweetness and is clarified before it reaches their country."
p071r_5,household and daily life,pl,Place,Irish,drink,drink,False,any wine,m,"The Irish do not drink any wine because they convert it into eau-de-vie, which they use almost as habitually as we use wine."
p071v_1,varnish,m,Material,oil,leave,leaves,False,the paper,m,"done. And to render it clearer, put in a small lump of camphor to decoct. It is true that with this it is not dry so soon. Heed well that the spike lavender oil be good, clear & not fatty, otherwise your varnish would be worth nothing. You can test it, soaking some paper in it & heating it. If the oil, which will evaporate, leaves the paper clean, without a yellow mark, it is good, if not, it is fatty."
p071v_2,household and daily life;animal husbandry,al,Animal,sheep,have,have,False,very yellow fat,,"In a certain region of England, the sheep that graze there have very yellow fat and are nevertheless just as good as others."
p071v_4,casting,pro,Profession,those who sharpen,sharpen,sharpen,False,"smooth, mold",,"Pierres de filieres, with which those who sharpen smooth, mold very neatly, once scraped, for lead. It is commonly slate-colored. One frequently brings them to Toulouse from around Carcassonne."
p072r_2,casting,tl,Tool,frame,have,have,False,vents,,"buschets and similar thin things. Make your gate broad & even if it is barely thick, it will not be worse off, but it will enter well in the mold. Cast from the foot of the medal, in order that the face, further away from the heat, comes out better & more relieved from the violent heat. And if your frame does not have vents, make some in the sand, which come from the edges of the piece, to go into the gate. Cast very hot, which you will recognize when you throw a little reserved substance in that which is already well melted, & if it melts quickly, this is a sign it is quite hot. At that time, invi"
p072v_1,casting,pl,Place,Germans,cast,cast,False,their leads,m,"The Germans cast their leads very thinly, because it seems they come out better than very thick ones, but in order that are not too pliant, being so thin, they mix a little tin with the said lead, which otherwise would bend like wax."
p072v_1,casting,sn,Sense Term,"You will know its goodness by rubbing it with your finger, which will render it very black immediately",know,know,False,its goodness,sn,"The blackest lead, so some say, is the best & the softest & which runs the best. You will know its goodness by rubbing it with your finger, which will render it very black immediately."
p072v_1,casting,m,Material,tin,exceed,exceeds,False,more than one part,ms,"The alloy good for running lead & tin is per one lb of lead, one lb & a half of tin, in order that the tin exceeds more than one part. It is solder which flows well & is good for casting, but it is brittle."
p075v_2,wood and its coloring,m,Material,gold,have,have,False,beautiful enough color,,"If your gold does not have beautiful enough color, you will take a partridge feather, & make it burn in a chafing-dish, and make the smoke go against what you have gilded."
p081r_2,casting,m,Material,"Tanner's earth, or the one with which potters make a whitening on pots",make,make,False,a whitening,m,"Tanner's earth, or the one with which potters make a whitening on pots to make lead run better on them & to prevent the lead from being absorbed into them, is very good for molding the hollow forms of things you want make in relief. It releases better than plaster or sulfur which become hard once they have set. For the earth being ready, one o"
p081v_3,casting,m,Material,clay earth with which one makes tiles,make,makes,False,tiles,m,"There is only clay earth with which one makes tiles, reheated & reddened & passed through a sleeve finely mixed with glair."
p081v_4,casting,m,Material,metal,touch,touch,False,the frame's iron,m,"It is good to make it with boxwood. Turn it in order to make it even, as this is important for the casting. Lute also, or cover the mouth of the frame with sand in order that the melted metal, or lead, or copper does not touch the frame's iron or latten, because it makes it brittle, & makes it porous. Also make sure that the cast is always higher than the mold. Also guard against the cast being too wide or too deep because the narrower, the better. For when it is big, the weight of the"
p081v_4,casting,m,Material,Black lead of saulmon,make,makes,False,one,,"the mold. Also guard against the cast being too wide or too deep because the narrower, the better. For when it is big, the weight of the substance that runs breaks & shakes loose the mold & makes it porous. When you have cast, gently tap the frame, in order that the substance spreads better. Black lead of saulmon from the first melting makes a very neat one."
p082r_3,casting,m,Material,Glair of eggs,give,gives,False,strength,,Glair of eggs gives strength to sand to make several casts.
p083r_2,casting,m,Material,Bone,have,has,False,scarcely any body,,Plaster molds very neatly but it becomes porous. Bone has scarcely any body unless it has iron dross. Felt makes it release.
p083v_2,casting,m,Material,coarse sand,communicate,communicate,False,its humidity,,"This is why the press is better, for it tightens evenly, & more than your hands, and makes the coarse sand, which is humid, communicate its humidity to the soft & fine sand, which is sprinkled & pounced dry on the medal."
p084v_1,casting,m,Material,sands,withstand,withstand,False,one casting,,These sands only withstand one casting.
p084v_1,casting,m,Material,fatty metal,need,needs,False,lean sand,m,A fatty metal needs lean sand.
p085r_2,household and daily life;decorative,pl,Place,Flemish,reglue,reglue,False,their earthen pots,tl,"The Flemish reglue their earthen pots with gold color, that is to say minium, massicot & varnish."
p086v_1,casting,pro,Profession,founders,have,have,False,this superstition,,"Some founders have this superstition, that only three days a week are good for melting, namely Tuesdays, Thursdays, and Saturdays. The others, for them, are unlucky."
p086v_1,casting,m,Material,sand,surpass,surpass,False,the edges,,"Take heed also that the sand does not surpass the edges of the frame, for it makes the molded medal higher than the cast, & in this way, metal will never enter the mold. Therefore, always make sure that the surface of your cast object surpasses the mold in a straight line, and to do this, if it seems good to you, put a piece o"
p086v_1,casting,m,Material,metal,enter,enter,False,the mold,tl,"Take heed also that the sand does not surpass the edges of the frame, for it makes the molded medal higher than the cast, & in this way, metal will never enter the mold. Therefore, always make sure that the surface of your cast object surpasses the mold in a straight line, and to do this, if it seems good to you, put a piece of carton of whatever thickness you please."
p087v_1,casting,m,Material,Thoroughly burnt sand,lose,loses,False,its bond,,"Thoroughly burnt sand loses its bond. Slate is reheated & molds neatly. Next, it is true that it often becomes porous, as burned earth also does, as fatty sand also does."
p087v_2,casting,pro,Profession,Founders,take,take,False,the roots,m,"Founders take the roots of a young elm when it is in sap & boil it in wine, or better yet vinegar, and keep it all year long in a barrel."
p087v_3,casting,m,Material,vinegar,give,gives,False,any bond,,"I have molded it from pure lead cast very hot, & I had as an example the very neat principal, but the vinegar hardly gives it any bond, & thus it sustained only one cast."
p088r_2,tool,tl,Tool,Fine copper mortars,throw,throw,False,fire,,"Fine copper mortars do not throw fire, as long as the iron pestle is not tempered. The metal mortar does the same, because it is sour. One makes, for this purpose, the bottom of large mortars from fine copper."
p088r_2,tool,tl,Tool,metal mortar,do,does,False,same,,"Fine copper mortars do not throw fire, as long as the iron pestle is not tempered. The metal mortar does the same, because it is sour. One makes, for this purpose, the bottom of large mortars from fine copper."
p088r_5,household and daily life,m,Material,Dust,keep,keeps,False,wheat,m,"Dust keeps wheat from becoming infested with weevils. And to clean it well when it is stained & as if rusty, pass ashes through the sieve & mix them with the wheat, then boult the whole with a boulting cloth of rough cloth or canvas. The ashes will pass through & your wheat will stay yellow, clean & ver"
p089v_1,casting,m,Material,sand that releases well,have,has,False,body,,"All sand that releases well has body & gives a good hold. Ammoniac is fatty and is nevertheless sandy, which makes it release well. There is no better bond than salts appropriate for metals, for once mixed in powder, they get moistened together & dry & reheat together."
p090r_2,casting,pro,Profession,Molders,use,use,False,crocum ferri,m,"Molders from Foix who cast their medals crosswise, use crocum ferri and calcined slate. It is for very flat things."
p090r_3,casting,pro,Profession,Artisans who work in large works,seek,seek,False,one,m,"Artisans who work in large works & who need to further their profit by seeking things already prepared in nature, because she does not sell her wares to her children, and to also save the time they would use for grinding finely & for artificially preparing sands, seek the one of the mine, which is not too f"
p090r_3,casting,m,Material,water,rest,rested,False,little,,"good & proper for molding. For if it is coarse, pass it through a sieve, and if it is not yet fine enough, wash it, & when the water has rested a little, empty that which is still troubled in some separate vessel. The coarse will promptly fall down to the bottom of the first vessel, but the one which will have come from the troubled water, set apart, having settled, will be very fine. And then, if it does not have enough bond, g"
p091r_1,cultivation,pa,Plant,Apricot trees,have,have,False,a very thin bark,,"Apricot trees have a very thin bark, & thus one needs to graft them onto young trees which do not yet have thick bark, like on shoots of prune trees & almond trees."
p092v_1,casting,m,Material,shells,make,make,False,an impalpable white sand,m,"The long shells that one finds in fresh water rivers, once calcined, make an impalpable white sand, which molds very neatly."
p092v_3,metal process,m,Material,Fine tin,make,makes,False,a substance,,"Fine tin, congealed mercury with the smell of tin, looking-glass tin, fine lead, as much of one as the other, makes a substance that melts very promptly but is breakable & white. I think that it would be good for solder. A long time to cool."
