div_id,categories,subject_tag,subject_label,subject_term,verb_lemma,verb_form,passive,obj_text,obj_tag,sentence
p143r_1,casting,al,Animal,those of the garrigue,have,have,False,crooked ones,,"The water turtle is more beautiful to mold because it has prettier scales & straight legs. And those of the garrigue have crooked ones. They are of long life; getting ready to put them to death, open their mouth & pass a long penknife through all the intestines, & then make it swallow some vinegar mixed with eau-de-vie or urine, as for snakes. One needs to mold them in several pieces, & the back i"
p143r_2,casting,m,Material,slate,retain,retains,False,its asperity,,"Those who mold crosswise make their sand with crocum & calcined slate, but slate always retains its asperity & becomes porous, because it is fatty. En noyau, it is not good; in sand, it can be accommodated. They sieve their sand, grind it on porphyry, and wet it in water, & they take away the finest, which is on top, then reheat it."
p144r_1,casting,sn,Sense Term,"so that without burning yourself, you can hold your finger in it without burning yourself",hold,hold,False,your finger,bp,"ay around the slab. Then, with a band of clay placed on the middle of the back of the turtle, as you see, & at the widest place, divide your mold. Subsequently, oil with your paintbrush dedicated for this the half of the shell you want to mold. Temper in hot water, so that without burning yourself, you can hold your finger in it without burning yourself, your sand, a little thick. And before casting it, rub the shell with eau-de-vie. And next, cast your sand & let it set, and note that all things that have shells or that are hard or are not malleable, like snakes & lizards, want to be oiled to re"
p145v_2,,sn,Sense Term,of such heat that you can hold your finger there without harm in the hole,hold,hold,False,your finger,bp,"Cast your tin very red in the mold, of such heat that you can hold your finger there without harm in the hole."
p145v_1,casting,tl,Tool,mold,lean,lean,False,little,,"uld spoil the mold. For flowers, it does not want to be so thick, and especially at the beginning, you will throw, in thrusts, the clearest one on the flower, & when it will be half covered, blow strongly everywhere, to make the little bubbles disappear. Next, finish filling & blow always. Make the mold lean a little toward its widest part, and if you find the remains of thick sand, which has not thinned well, cast it rather toward the gate than elsewhere. Finally, you can even cast some thicker tempered sand in order to make a quicker set. I have molded thus a marigold with its leaves. The crocum"
p146v_1,casting,al,Animal,Those of the water,have,have,False,ones,,"continuation of the second preceding leaf. When you have well uncovered the part of the belly of the turtle, the underneath of the throat & of the legs, & having cleaned it all well, do not forget to neatly uncover this cavity that these animals have in their shell between the neck & the shoulders. Those of the water do not have ones as deep as those of the garrigue, which are leaner. And among these, there are some that have ones more ensconced than others. Do not forget, therefore, to uncover all of this well to better represent its nature. But if there is some cavity which twists too much inside"
p146v_1,,m,Material,clay,bring,brings,False,the wax,m,"before. Having set, remove these entredeulx of clay, then uncover well the front & back legs, that is to say the part underneath & the tail & the throat, & remove the clay from the cavities , all in one piece if you can, for this will show you if this cavity will release well. And if the pulled-out clay brings with it the wax that you put there, put back it in the places that cannot release, as is said. And if some part is taken away or let go, attach & rejoin it to the mold with some wax & the point of hot iron. Do not forget to put some melted wax at the end of the nails of the turtles to make t"
p149v_3,casting,m,Material,tempered sand,change,change,False,their form,,"Wheat oil is put underneath delicate things to render them more rigid & firm & to make them hold their natural position. Because being weak & delicate, the tempered sand, weighing down their tops, would change their form."
p150r_3,casting,m,Material,glowing charcoal,stop,stopping,False,the space,,"It is better to reheat a mold on its own than several together, because one needs a larger & more violent fire for several than for one. And, glowing charcoal stopping up the space between the molds, the heat reverberates from one to the other in such a way that more often you will find your molds burst & cracked on one side more than another."
p150r_3,casting,m,Material,Brick,cool,cools,False,the metal,m,"Brick cools the metal, & if this were not for giving bond, it would not be necessary."
p150r_3,casting,tl,Tool,molds,withstand,withstand,False,several casts,,"The reheated molds cannot withstand several casts. But those in which one wants to cast only lead or tin or flat medals, having been only dried, withstand many."
p150v_1,casting,m,Material,wax,have,has,False,such little substance,,"the white wax with which you have composed your black sulfured wax, has such little substance, since being dry and purified, that it leaves nothing inside, and flows very gently. As for the charcoal which is mixed in, if some remains, it burns & reduces to ash & is emptied afterward by blowing through the gate."
p150v_1,,al,Animal,turtles,have,have,False,as much work,,"And to make the scales of turtles or other animals, you can make some little small chisels in the fashion of a round cutting-punch, others in the fashion of a gouge or the scale of a snake & lizard, and others on a file to make the curly & lumpy bits. The turtles which are not molded hollow do not have as much work, for they are molded in two pieces, to repair them with small chisels, small cutting-punches, small gouges & small serrated chisels."
p152v_1,casting,m,Material,tin,cast,cast,False,thick retracts,,"ault in the mold comes from plaster, which is not hard & strong and does not withstand fire (which is corrected by mixing it with crocum). Usually as well, if there is an imperfection, it is from the cast. If there is also too much tin in a moderately thick thing, it does not come out well, because tin cast thick retracts & becomes porous. Also, things molded hollow are fanciful to cast. If, therefore, some flaw should happen, take a leather cushionet full of fine sand, & having placed it on the bequet of the goldsmith's table, where one files, place your work on it & secure it with a rope which"
p152v_1,casting,tl,Tool,files,place,place,False,your work,,"erately thick thing, it does not come out well, because tin cast thick retracts & becomes porous. Also, things molded hollow are fanciful to cast. If, therefore, some flaw should happen, take a leather cushionet full of fine sand, & having placed it on the bequet of the goldsmith's table, where one files, place your work on it & secure it with a rope which passes under your foot. The sand in the bag obeys & arranges itself by and by, thick on one side & thin on the other. Then, forthwith, with a burin, make & trace roughly the fine lines which were omitted or which are not apparent enough, or with"
p154r_3,metal process,pro,Profession,goldsmiths who work large wares,forge,forged,False,their platters,,"When goldsmiths who work large wares have forged their platters, it very often happens with their sheddings that it bursts & cracks for being too soured. To avoid this, throw in, when it is well melted, some dry mortar composed of sand & good lime which has been worked, & pulverize it & throw it in."
p154r_3,metal process,pro,Profession,goldsmiths who work large wares,work,work,False,large wares,pro,"When goldsmiths who work large wares have forged their platters, it very often happens with their sheddings that it bursts & cracks for being too soured. To avoid this, throw in, when it is well melted, some dry mortar composed of sand & good lime which has been worked, & pulverize it & throw it in."
p154v_3,casting,m,Material,Silver,need,needs,False,a longish gate,,"Silver needs a longish gate. For gold it does not matter. Silver, when soldering, tolerates the water one throws on it. But gold would spatter, & for that reason, one casts bran on the solder."
p154v_3,casting,m,Material,Silver,tolerate,tolerates,False,the water,m,"Silver needs a longish gate. For gold it does not matter. Silver, when soldering, tolerates the water one throws on it. But gold would spatter, & for that reason, one casts bran on the solder."
p155r_1,casting,pa,Plant,rose,have,has,False,great volume,,"I would be of the opinion to mold the rose on its own with a little of its stem close to its bud, & then to join it to a longer one of tinned latten, because the rose in full bloom has great volume & weight."
p157v_2,casting,pro,Profession,curriers,do,do,False,that,,"They are skinned & filled with cotton cloth. & even better, one needs to dress them in the fashion that curriers do, in order that they do not lose a feather, weight. The dressing is alum & paste of flour."
p158r_1,casting,m,Material,☿,clean,cleans,False,the ash,m,"or of itself, which sours the tin or other metal that you will cast there so much that it will break if it touches it even slightly. The heat of the mold also retains small grains of ☿ that make lumps, & contracting to the edge of the molded leaves, are joined there & make the leaves frangible. The ☿ cleans the ash well, especially flat things where there are not delicate lineaments which could be broken by its weight. And thus, if you can cast neatly without putting it in, do not use it. But if it is necessary to use it, mix your sand with crocum in order that it withstands the fire well."
p158v_1,painting,m,Material,verdigris,have,has,False,depth,,"One usually paints them in oil, because distemper colors have no hold. For marigold flowers, lightly ground minium for some, & for others which are more yellowish, a bit of massicot with it. For green, the verdigris has depth & is too dark. If it is a yellowish green, you can mix with the verdigris a little yellow ocher & stil de grain yellow. If the green is dark, put with it charcoal of peach tree pits, which makes a greenish black, in the same way that black of ox foot bone looks bluish. And thus, by judgme"
p159v_4,casting,pl,Place,Germans,make,make,False,statues,,"Reheated stone plaster is undone in water, but that which is first pulverized and then reheated does not fear it. But if it is good, it hardens in it, like the one of Paris & Spain, which is hard in stone, as is that which grows in lean & dry earth and which seems like white salt. Germans make statues for their fountains with it, which are not spoiled, especially once varnished, but it hardens in water. When it is alone & not mixed, it sets more quickly than otherwise. One needs to oil very lightly your molds that are of metal or stone, otherwise it would not release. And however yo"
p162r_1,La boutique,pro,Profession,small peddlers,lie,lay,False,open small wares,,"As small peddlers lay open small wares in order to buy richer ones & to profit more and more, so I, from a desire to learn, am exposing what little is in my workshop to receive, through a common commerce of letters, much rarer secrets from my benevolent readers."
p163r_1,household and daily life;tool,m,Material,amber,overtake,overtakes,False,the principal scent,sn,"They readily put half of amber & half of musk & very little civet, because amber always overtakes the principal scent of musk."
p163r_1,household and daily life;tool,m,Material,ben oil,put,put,False,your ambergris,m,"To perfume with white amber in the Portuguese fashion, take a huchau of amber, well broken up. And having put in a small silver bowl a spoonful of flower oil, or lacking that, ben oil, that is to say, a silver spoon that one uses at the table, put in your ambergris & place all on a low fire, and it will melt quickly if your amber is good, & it will remain there without lumps. Once all melted, put in the size of a pine nut of civet, & make it melt, & mix it well together. Next, t"
p163v_2,metal process,m,Material,Urine,give,gives,False,much tincture,,"But the first one, finely ground, acquires a bright red color, like cinnabar, in eau-de-vie. And the ones and the others, prepared as said, and finely ground & rendered very hot, give off red fumes like a volatile spirit if, being thus hot and fine, one throws on top vinegar, urine, or eau-de-vie. Urine gives much tincture, and eau-de-vie also."
p163v_2,metal process,m,Material,Urine,give,gives,False,-,m,"But the first one, finely ground, acquires a bright red color, like cinnabar, in eau-de-vie. And the ones and the others, prepared as said, and finely ground & rendered very hot, give off red fumes like a volatile spirit if, being thus hot and fine, one throws on top vinegar, urine, or eau-de-vie. Urine gives much tincture, and eau-de-vie also."
p163v_2,metal process,m,Material,Urine,give,gives,False,vie,m,"But the first one, finely ground, acquires a bright red color, like cinnabar, in eau-de-vie. And the ones and the others, prepared as said, and finely ground & rendered very hot, give off red fumes like a volatile spirit if, being thus hot and fine, one throws on top vinegar, urine, or eau-de-vie. Urine gives much tincture, and eau-de-vie also."
p164v_1,casting,tl,Tool,earthen slab,arrange,arrange,False,your animal,,"When the earth from which you make the earthen slab to arrange your animal is too soft, the points that you put in it come out easily & come undone when you cast in the sand, & thus the mold spoils and the shape comes undone. Therefore, when you recognize that your slab will be too tender & soft, spread on top some hot ashes & blow with the bellows."
p165r_4,casting,m,Material,Good plaster,keep,keeps,False,a long time,tmp,"t makes it contract in fire & crack, causing flashing. That which is drawn from lean soil is the best. Molds of fatty plaster ought not to be kept for a long time, for they act like fatty earth, which when drying by itself, cracks. It is best to reheat them soon after they are made, & to cast. Good plaster keeps a long time in molds."
p165v_1,casting,tl,Tool,sponge,purge,purge,False,their mouth,,"of vinegar & urine, & with a sponge purge their mouth, eyes, and the head of the slaver which comes out, for the sand would never set well there and would become lumpy."
p166r_1,La boutique,al,Animal,hen,search,searches,False,the garbage,,"As the hen carefully searches the garbage thrown out of a house for a crumb or a grain that she divides among her chicks, thus one distributes to orphans that which has been sought among the arts considered vile & abject."
p166r_1,La boutique,env,Environment,workshop,represent,represents,False,all things,,"Tablet of Cebes, idle, but the workshop represents all things active."
p166r_1,La boutique,pn,Personal Name,Aulus Gellius,make,made,False,a collection,,"tten, in order to publish them for those who do not know them; so that as the preceding day is teacher for the subsequent, thus you needed to learn from those who preceded you in order to teach to those who come after. The Latins took from the Greeks, as Cicero from Plato & Vergil from Homer. Aulus Gellius, Valerius Maximus only made a collection from various authors who had already written. Livy made his xxiii book from the 2nd or 3rd of Polybius. Serapis was deemed the inventor of agriculture among the Egyptians & nevertheless, so was Ceres among the Sicilians. Pythagoras & others from Tyana learne"
p166r_1,La boutique,pn,Personal Name,Livy,make,made,False,his xxiii book,,"teacher for the subsequent, thus you needed to learn from those who preceded you in order to teach to those who come after. The Latins took from the Greeks, as Cicero from Plato & Vergil from Homer. Aulus Gellius, Valerius Maximus only made a collection from various authors who had already written. Livy made his xxiii book from the 2nd or 3rd of Polybius. Serapis was deemed the inventor of agriculture among the Egyptians & nevertheless, so was Ceres among the Sicilians. Pythagoras & others from Tyana learned by their travels the disciplines of which they called themselves inventors in their countr"
p166r_1,La boutique,pro,Profession,weaver,make,made,False,a cloth,,"e 2nd or 3rd of Polybius. Serapis was deemed the inventor of agriculture among the Egyptians & nevertheless, so was Ceres among the Sicilians. Pythagoras & others from Tyana learned by their travels the disciplines of which they called themselves inventors in their country, &c. Will one not say the weaver has made a cloth or precious stuff, even though he did not dye & twist , wind & prepare the bobbins and balls of thread? Will one say the mason has not made a house, but only piled up ready-made stones? Apollo a Chirone medicari didicit & tamen deus medicinæ habitus. Homerus Orphei poema imitatus e"
p166r_1,La boutique,pro,Profession,mason,make,made,False,a house,env,"thagoras & others from Tyana learned by their travels the disciplines of which they called themselves inventors in their country, &c. Will one not say the weaver has made a cloth or precious stuff, even though he did not dye & twist , wind & prepare the bobbins and balls of thread? Will one say the mason has not made a house, but only piled up ready-made stones? Apollo a Chirone medicari didicit & tamen deus medicinæ habitus. Homerus Orphei poema imitatus est, nam cum Orpheus sic prius exorsus esset: Iram cane, dea, Cereris frugiferentis, ita reddit Homerus: Iram cane, dea, Pelidæ Achillis. In Just"
p166r_1,La boutique,pn,Personal Name,St. Athanasius,make,makes,False,mention,,"To the Greek examples, there can be added a psalm of David of which St. Athanasius makes mention in Sinopsi. It begins Parvus eram & in the second versicle the royal prophet says, Manus meae fecerunt organum et digiti mei aptarunt psalterium."
p167r_1,arms and armor,tl,Tool,peg,attach,attach,False,the petard,wp,"plate of cork one of wood pierced in the middle, if the petard is pierced at the breech, which one holds to be the easiest, & which makes for greater penetration because it cannot recoil. And for those that have a pierced breech, one must have a good gimlet to first make the hole in order that the peg, which is made with a gimlet-like point, may attach the petard faster & without noise. And for these, one must cover the button, which is quite evenly filed, with waxed canvas, or add wax to it in order that it precisely plugs the hole of the breech. But because the doors are sometimes iron-clad &"
p167r_1,arms and armor,tl,Tool,Iron fork made in the form of pincers of the height of a man,place,place,False,the mortar,,"E. Iron fork made in the form of pincers of the height of a man, to quickly place the mortar without a peg. It must be of soft iron in order that its branches bend easily, if need be, to fit to the height or width of the door."
p169r_1,lists,pa,Plant,mosses,apply,applied,False,Molding,,"Very hard wax Molding a ring and that which is engraved Molding pieces of carcanets Things that are not released Fountains Grottos Diverse mosses applied Molding in three frames Softening iron to engrave it Engraving with aquafortis on silver and copper Stamping White enamel, making it tender with calcined black river pebbles"
