start-line,start-column,end-line,end-column,severity,systemID,description
30,22,30,25,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""add"" not allowed here; expected the element end-tag"
30,38,30,47,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
30,48,30,50,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
30,52,31,16,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
31,17,31,19,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
31,21,32,21,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
32,22,32,24,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
32,26,33,25,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
33,26,33,28,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
33,30,34,13,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
34,14,34,15,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""m"" not allowed here; expected the element end-tag"
34,26,34,28,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
34,30,35,91,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
35,92,35,94,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
35,96,36,60,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
37,2,37,8,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""figure"" not allowed here; expected the element end-tag"
40,10,40,27,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
40,10,40,28,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
40,29,40,31,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""lb"" not allowed here; expected the element end-tag"
40,33,41,60,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,text not allowed here; expected the element end-tag
113,2,113,6,error,/Users/terry/Github/ms-xml/tc/125r_tc_preTEI.xml,"element ""head"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
75,2,75,8,error,/Users/terry/Github/ms-xml/tc/125v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
79,2,79,8,error,/Users/terry/Github/ms-xml/tc/127v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
46,2,46,8,error,/Users/terry/Github/ms-xml/tc/133r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
2,2,2,4,error,/Users/terry/Github/ms-xml/tc/134r_tc_preTEI.xml,"element ""id"" not allowed here; expected text or element ""image"""
20,2,20,8,error,/Users/terry/Github/ms-xml/tc/135r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
21,2,21,6,error,/Users/terry/Github/ms-xml/tc/135r_tc_preTEI.xml,"element ""head"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
21,12,21,22,error,/Users/terry/Github/ms-xml/tc/135r_tc_preTEI.xml,"text not allowed here; expected element ""margin"""
21,23,21,24,error,/Users/terry/Github/ms-xml/tc/135r_tc_preTEI.xml,"element ""m"" not allowed yet; missing required element ""margin"""
73,2,73,8,error,/Users/terry/Github/ms-xml/tc/135r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
49,2,49,6,error,/Users/terry/Github/ms-xml/tc/137r_tc_preTEI.xml,"element ""head"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
88,2,88,6,error,/Users/terry/Github/ms-xml/tc/137r_tc_preTEI.xml,"element ""head"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
102,2,102,8,error,/Users/terry/Github/ms-xml/tc/137r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
15,6,15,13,error,/Users/terry/Github/ms-xml/tc/140v_tc_preTEI.xml,"text not allowed here; expected element ""margin"""
15,2,15,5,error,/Users/terry/Github/ms-xml/tc/140v_tc_preTEI.xml,"element ""man"" incomplete; missing required element ""margin"""
63,2,63,8,error,/Users/terry/Github/ms-xml/tc/141v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
72,2,72,8,error,/Users/terry/Github/ms-xml/tc/142r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
62,2,62,8,error,/Users/terry/Github/ms-xml/tc/144r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
77,2,77,8,error,/Users/terry/Github/ms-xml/tc/144r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
55,2,55,8,error,/Users/terry/Github/ms-xml/tc/144v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
62,2,62,8,error,/Users/terry/Github/ms-xml/tc/144v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
66,2,66,8,error,/Users/terry/Github/ms-xml/tc/144v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
79,2,79,8,error,/Users/terry/Github/ms-xml/tc/144v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
60,2,60,6,error,/Users/terry/Github/ms-xml/tc/145v_tc_preTEI.xml,"element ""head"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
94,2,94,8,error,/Users/terry/Github/ms-xml/tc/145v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
62,2,62,8,error,/Users/terry/Github/ms-xml/tc/146v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
69,2,69,8,error,/Users/terry/Github/ms-xml/tc/146v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
9,2,9,6,error,/Users/terry/Github/ms-xml/tc/147v_tc_preTEI.xml,"element ""head"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
35,2,35,8,error,/Users/terry/Github/ms-xml/tc/151v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
59,2,59,8,error,/Users/terry/Github/ms-xml/tc/152v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
66,2,66,8,error,/Users/terry/Github/ms-xml/tc/152v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
36,2,36,8,error,/Users/terry/Github/ms-xml/tc/153v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
47,2,47,8,error,/Users/terry/Github/ms-xml/tc/154r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
47,2,47,8,error,/Users/terry/Github/ms-xml/tc/155r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
89,2,89,8,error,/Users/terry/Github/ms-xml/tc/155r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
33,2,33,8,error,/Users/terry/Github/ms-xml/tc/159v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
21,2,21,8,error,/Users/terry/Github/ms-xml/tc/160r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
66,2,66,8,error,/Users/terry/Github/ms-xml/tc/160v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
11,55,11,60,error,/Users/terry/Github/ms-xml/tc/162r_tc_preTEI.xml,"element ""greek"" not allowed anywhere; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
22,48,22,53,error,/Users/terry/Github/ms-xml/tc/162r_tc_preTEI.xml,"element ""greek"" not allowed anywhere; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
53,2,53,8,error,/Users/terry/Github/ms-xml/tc/163v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
113,2,113,8,error,/Users/terry/Github/ms-xml/tc/165v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
11,2,11,8,error,/Users/terry/Github/ms-xml/tc/168r_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
73,2,73,8,error,/Users/terry/Github/ms-xml/tc/169v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""caption"", ""cn"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
5,6,5,7,error,/Users/terry/Github/ms-xml/tc/170v_tc_preTEI.xml,"text not allowed here; expected element ""cont"" or ""id"""
6,2,6,4,error,/Users/terry/Github/ms-xml/tc/170v_tc_preTEI.xml,"element ""ab"" not allowed yet; missing required element ""id"""
71,2,71,8,error,/Users/terry/Github/ms-xml/tc/170v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
77,2,77,8,error,/Users/terry/Github/ms-xml/tc/170v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
83,2,83,8,error,/Users/terry/Github/ms-xml/tc/170v_tc_preTEI.xml,"element ""margin"" not allowed here; expected the element end-tag, text or element ""ab"", ""add"", ""al"", ""bp"", ""cn"", ""cont"", ""corr"", ""del"", ""env"", ""figure"", ""fr"", ""gap"", ""gk"", ""it"", ""la"", ""lb"", ""m"", ""man"", ""md"", ""ms"", ""mu"", ""oc"", ""pa"", ""pl"", ""pn"", ""pro"", ""rub"", ""sn"", ""sup"", ""tl"", ""tmp"" or ""underline"""
