33|spike lavender
32|wheat
26|walnut
18|rose
15|vine
14|olive
12|linseed
11|willow
10|grain
9|grapes
8|millet
7|pastel
7|fig tree
7|elm
6|sage
6|pastel woad
6|garlic
6|boxwood
5|pansy
5|marigold
5|heather
5|cotton
5|bean
5|Wheat
4|wormwood
4|walnuts
4|rosemary
4|hemp
4|apricots
4|Walnut
3|saffron
3|rue
3|roses
3|quince
3|peas
3|pea
3|orange
3|onions
3|mustard
3|linen
3|clove
3|cinnamon
3|bugloss
3|brazilwood
2|wormseed
2|walnut tree
2|thyme
2|sorrel
2|rose bush
2|rapeseed
2|peach tree
2|peach
2|pavis
2|mericotons
2|maple
2|lettuces
2|hazelnut
2|grains
2|fir
2|consolida maior
2|chestnuts
2|capilli veneris
2|black cherry
2|beech
2|asparagus
2|artichokes
2|almonds
2|almond
2|Spike lavender
2|Rose
2|Linseed
2|Carnations
2|Almond trees
1|zedoary
1|yellow millet
1|yellow meadow flowers
1|woad
1|white mulberry
1|weld
1|walnut oil
1|wallwort
1|visaube
1|vine shoots
1|vermicularis
1|turmeric root
1|trees
1|terra merita
1|symphytum
1|sumac
1|straws
1|strawberry plants
1|strawberry
1|strawberries
1|straw
1|small one
1|sloes
1|service tree
1|semperviva
1|sauvignons
1|saltworth
1|rye
1|rowan
1|rose bushes
1|red poppy
1|ranunculus
1|puffball
1|prune trees
1|prune
1|prele
1|potirons
1|pomole
1|pomegranate
1|plums
1|plum trees
1|persicaire
1|pepper
1|peony
1|pears
1|pear tree
1|peaches
1|peach trees
1|pappus
1|pansies
1|palta lupina
1|orberégrain
1|oranges
1|orange tree
1|onion
1|olive tree
1|oak
1|nettles
1|mushrooms
1|mosses
1|monk’s rhubarb
1|mericoton peaches
1|melons
1|marshmallow
1|marigolds
1|marigold flowers
1|maplewood
1|mandrake
1|mallow
1|lily flower
1|lettuce
1|large amaranth
1|lapathum acutum
1|lapathium acutum maius
1|juniper berries
1|jujubes
1|ivy
1|horsetail
1|horseradish
1|hog's fennel
1|heath
1|hazelnuts
1|guesde woad
1|guaiac
1|grains of wheat
1|gilliflower
1|gentian
1|fustet
1|flax
1|fir tree
1|fig-tree
1|fern
1|fenugreek
1|ettuce
1|elm tree
1|elm root
1|dittany
1|dandelion
1|cornflowers
1|cornflower
1|cooking herbs
1|columbine
1|cloves
1|cherries
1|chauches
1|chaff
1|carnations
1|carnation
1|caper plant
1|calf's foot
1|cabbage
1|burdock
1|bulbous plants
1|broom flower
1|broom
1|bramble
1|box wood
1|berries
1|baillard
1|aspic
1|arum
1|apples
1|anthos
1|amaranth
1|almond trees
1|almond tree
1|alberge
1|Willow
1|Visme
1|Vine
1|Strawberries
1|Skirret
1|Saffron
1|Rye
1|Roses
1|Rapeseed
1|Quince trees
1|Prunes
1|Peach tree
1|Pastel woad
1|Pansies
1|Orberé grain
1|Orange trees
1|Olives
1|Olive trees
1|Mericotons
1|Garden lilly
1|Daisies
1|Carnation
1|Brazilwood
1|Beans
1|Asparagus
1|Apricot trees
1|Amaranth
1|
