annotation-ID,annotation-folder-name,essay-type,edition-URL,full-title,thumbnail-title,year,semester,theme,theme-add-1,theme-add-2,UUID,GD_folder_url,GD_text_url,illustrations_url,captions_url,thumbnail_url,abstract_text_url,bib_text_url,alttext_url,short-title-GD,author,folios,entry-id,entry-cat,entry-cat-add-1,entry-cat-add-2,status-phs,status-DCE,refresh-DCE,done-date
ann_317_ie_19,ann_317_ie_19_Muñoz_Fraysse,Scholar,http://edition640.makingandknowing.org/#/essays/ann_317_ie_19,Barthélémy Fraysse and the Author-Practitioner of Ms. Fr. 640,Barthélémy Fraysse and the Author-Practitioner of Ms. Fr. 640,2019,NA,An Introduction,"The Manuscript, Ms. Fr. 640",Society and Culture,1fFY3n2LV-NDnkod18GGWF1yazwZRcrgORsDfBq2UdGo,https://drive.google.com/drive/u/3/folders/1GDp189yMVLn4v365AXrNENkobZYI65k_,https://drive.google.com/open?id=1fFY3n2LV-NDnkod18GGWF1yazwZRcrgORsDfBq2UdGo,https://drive.google.com/open?id=1o9aM6nmnloFOxjxcvgzRvYnALo7MHlUz,https://drive.google.com/open?id=16skpoJz7d9ruous4HRl7Q95A-azaWryl_gb6VybW80U,https://drive.google.com/open?id=1iF8cJtmRqpl54tIcdQHtHWKpnGUVjmQb,https://drive.google.com/open?id=1dth2igaUWak1qrqkVuI2CcJFxBC5h_n2hWb8Y1xsJFA,https://drive.google.com/open?id=1hqnAAUSNVPVypWUtzsZrwzfdW8nk8cbR3yU59lklQZg,,,Sarah Muñoz,,p008r_v; p015r_2; p017r_1; p021r_1; p021v_2; p024r_1; p024v_1; p025v_1; p077r_3; p085v_1; p098v_5,,,,MVP,staging,,
ann_332_ie_19,ann_332_ie_19_Debuiche Muñoz_ArtisansofToulouse,Scholar,http://edition640.makingandknowing.org/#/essays/ann_332_ie_19,Artisans of Toulouse,Artisans of Toulouse,2019,NA,An Introduction,"The Manuscript, Ms. Fr. 640",Society and Culture,1t7x7aoNR6608_DxNYgG6uAbv7dB7a-6G-uKDfQNFRqk/edit,https://drive.google.com/drive/u/3/folders/1rWp9whRNkNduIfwEncOg1KJOi6MCNUeK,https://docs.google.com/document/d/1t7x7aoNR6608_DxNYgG6uAbv7dB7a-6G-uKDfQNFRqk/edit,https://drive.google.com/open?id=1fn9q6FUXSrK6hs0zGS715XSeKXWVan-l,https://drive.google.com/open?id=15Au4IetSWtCweOr4L7KEyRXWqtVrvFQ6rvWvHzzPWi4,https://drive.google.com/open?id=1fBn0z9DxTIj8gtzU968yp7pLvw_wF3jn,https://drive.google.com/open?id=1UHe6ADdiQomG9THvyEeQUuoQ2e-Z4n6j4ki2WLYQ9RE,,,,"Colin Debuiche, Sarah Muñoz",,p017r_1; p049r_1; p069r_2; p085v_4; p16r_1; p117r_1; p145v_1; p157r_4; p159v_2,,,,MVP,staging,,
ann_318_ie_19,ann_318_ie_19_Dyon-Wacha_Turning-Turtle,Scholar,http://edition640.makingandknowing.org/#/essays/ann_318_ie_19,Turning Turtle: The Process of Translating BnF Ms. Fr. 640,The Process of Translating Ms. Fr. 640,2019,NA,The Making and Knowing Project,"The Manuscript, Ms. Fr. 640",,1H-OrZ3mfHjPbyYsVJkKle0WBYYItgNJkFgzG8s0R6eE,https://drive.google.com/drive/u/3/folders/1HmNjdYVsQ3tapxNZDJDHQ9xrHfHG2I7k,https://drive.google.com/open?id=1H-OrZ3mfHjPbyYsVJkKle0WBYYItgNJkFgzG8s0R6eE,https://drive.google.com/drive/u/3/folders/1sSNYunypTLj_Wp6kJAmucJDo65v6nviA,https://drive.google.com/open?id=1Z-mgUDr858A1n1K8XlKzSXThuwm3PIdqDZMOxOvdKDI,https://drive.google.com/open?id=1mttSTnMshPgPCaqOWkynyp7vlzxQoV41,https://drive.google.com/open?id=1PbiAe3nCF0jDQ_qiSILvnrbiSgqg2ucSsYjMgjFIzGU,https://drive.google.com/open?id=1xch-1b7ZaD3OC8weptFexLjeH9qqPqQ47O_t0JgRDGM,,,"Soersha Dyon, Heather Wacha",,p125v_2; p143r_1; p144r_1; p146v_1; p150v_1,,,,,,,
ann_319_ie_19,ann_319_ie_19_Hermens_Historical-Research-Techniques-Materials,Scholar,http://edition640.makingandknowing.org/#/essays/ann_319_ie_19,Catching Skill: Knowledge Exchange and Skill Building in the Artisan’s Workshop,Knowledge Exchange and Skill Building in the Artisan’s Workshop,2019,NA,Art and Its Making,Society and Culture,,1Ker0JMnvZpjmH5PWOYVdutCeXApwmmHg_uEKO873tm0/edit?usp=sharing,https://drive.google.com/open?id=1hp4tb-ckUXkwo1x72dKP1y0J0IMsqTIG,https://docs.google.com/document/d/1Ker0JMnvZpjmH5PWOYVdutCeXApwmmHg_uEKO873tm0/edit?usp=sharing,https://drive.google.com/drive/u/0/folders/1xhUXdyFApNOMMfs9NZCbc_T7VNWRwINr,,https://drive.google.com/open?id=1MewqiTPfAD_9KsHKpk7vuaMFN6tFvgsI,,,,,Erma Hermens,,,,,,,,,
ann_320_ie_19,ann_320_ie_19_Keller_Everything-Depends-on-Trial,Scholar,http://edition640.makingandknowing.org/#/essays/ann_320_ie_19,“Everything depends upon the trial (Le tout gist à l’essay)”: Four Manuscripts between the Recipe and the Experimental Essay,Four Manuscripts between the Recipe and the Experimental Essay,2019,NA,Society and Culture,Knowing Nature,,1plxJbPyrIUP_4OG8KCnpyMYTaR0WjZuyElZFrFs-M6s,https://drive.google.com/drive/u/3/folders/1KuexCQYY1wxl3rPrij1C5lB3GgyZf-Az,https://docs.google.com/document/d/1plxJbPyrIUP_4OG8KCnpyMYTaR0WjZuyElZFrFs-M6s/edit,,,,https://drive.google.com/open?id=1MRRS0__Yo-3zHSCGV6SkHD4GhFW31OcXPSO2q2ymy_4,https://docs.google.com/document/d/1P1b5ainjzc3YxButFmRgRA9RQCiMcA2iDtIR2RgQU_8/edit,,,Vera Keller,,p011r_ 1; p012v_3; p052r_1,,,,,,,
ann_330_ie_19,ann_330_ie_19_Keller_Active-Form-of-Education,Scholar,http://edition640.makingandknowing.org/#/essays/ann_330_ie_19,An Active Form of Education: The Boutique and the Tablet of Cebes,An Active Form of Education,2019,NA,Society and Culture,,,1cyiSEEQ107OxsOki4j2JxycQaByeCiua_RmoIaczIfw,https://drive.google.com/open?id=1qW4_ypR4LezPSBsLb6OVF_qaoAdC5Z5F,https://drive.google.com/open?id=1cyiSEEQ107OxsOki4j2JxycQaByeCiua_RmoIaczIfw,https://drive.google.com/drive/u/0/folders/1f7q-cR7-yqMUr4Fggfmx2ZFcvL6acTv6,https://drive.google.com/open?id=1PHfGKLxSXh-MTyZY8vOLz1L-xuiC0HU2k7nIIp8UCPw,https://drive.google.com/open?id=1bXLcQ_0wLZKxrDX5t424kmzaoAXBjnZ7,,https://drive.google.com/open?id=1vEoA-7aJkp_vJbfORasvvXlP5D28UjWJgLj2jTtXWEQ,,,Vera Keller,,p166r_1,,,,,,,
ann_331_ie_19,ann_331_ie_19_Keller_Ancient-and-Modern,Scholar,http://edition640.makingandknowing.org/#/essays/ann_331_ie_19,Ancient and Modern Things in Ms. Fr. 640,Ancient and Modern Things in Ms. Fr. 640,2019,NA,Knowing Nature,Society and Culture,,1NvQVDXlj3klcRvUHCdhsBikxrDN566Q-k89qjajgr0I,https://drive.google.com/open?id=1gKQqaT5pDVJrgrdGSMWwtzdOJUZEl7XS,https://drive.google.com/open?id=1NvQVDXlj3klcRvUHCdhsBikxrDN566Q-k89qjajgr0I,https://drive.google.com/open?id=1HoLCm85RTx0cU1WabhEkqXwEnk1m0QjY,https://drive.google.com/open?id=1qKhm93h9UnXhfegBC5G9xsYFrVcUdgY9U9klSw7NybU,https://drive.google.com/open?id=1EU03KbRHCYVL0-SaDd6GSEKN71JA2POJ,,https://drive.google.com/open?id=1E8cNkD1l1QRSYr73uIgv59k3loLLxHQqfnIvwFHZAX4,,,Vera Keller,,p149r_2,,,,,,,
ann_321_ie_19,ann_321_ie_19_KirbySpring_Pigments,Scholar,http://edition640.makingandknowing.org/#/essays/ann_321_ie_19,Ms. Fr. 640 in the World of Pigments in sixteenth-century Europe,Ms. Fr. 640 in the World of Pigments in sixteenth-century Europe,2019,NA,Art and Its Making,Society and Culture,,1KockR4IqxTjhVAMWRaDHD8-EH8RD9ruFV3z87p13sW8,https://drive.google.com/open?id=1n5Fup-BGXCv_3sWhzTly7PTHluDNKdJz,https://docs.google.com/document/d/1KockR4IqxTjhVAMWRaDHD8-EH8RD9ruFV3z87p13sW8/edit#,,,,https://drive.google.com/open?id=1CyD3pofhB4NV3xl5WAs8IAQsJUYXm0nkLKcTPdTxTDU,,,,"Jo Kirby, Marika Spring",,,,,,,,,
ann_322_ie_19,ann_322_ie_19_Klein_Reconstruction,Scholar,http://edition640.makingandknowing.org/#/essays/ann_322_ie_19,Methodologies for Making and Knowing: Reconstructions for Historical Research,Methodologies for Making and Knowing,2019,NA,The Making and Knowing Project,The Making and Knowing Laboratory,,1BnlkI-3aHPzSALcx_2YyB5JpfXHecCo6qNAUxd9VI7M,https://drive.google.com/drive/u/0/folders/1zd97oRZ-OJ0sqeLIpAZPkF2vUamiAHWH,https://drive.google.com/open?id=1BnlkI-3aHPzSALcx_2YyB5JpfXHecCo6qNAUxd9VI7M,https://drive.google.com/drive/u/3/folders/1Lqx8iwDoSCfiFyIUPeUui2OUUtQPlpbM,,https://drive.google.com/open?id=1UTYtdf4Rh2xXR6de0lzuPUlEcJ--Zus0,,,,,Joel Klein,,,,,,,,,
ann_323_ie_19,ann_323_ie_19_Oltrogge_Collectors-and-Practitioners,Scholar,http://edition640.makingandknowing.org/#/essays/ann_323_ie_19,Collectors and Practitioners of Technical Knowledge: Comparative Notes on Wolfgang Sedelius and the Author-Practitioner of BnF Ms. Fr. 640,Collectors and Practitioners of Technical Knowledge,2019,NA,"The Manuscript, Ms. Fr. 640",Society and Culture,Art and Its Making,1CgjbKiSvxt9j1z6tAawQabcgkxs-cUPi-LlWl3CvKsw,https://drive.google.com/open?id=1ouBhxc3xvOEQdwMH4AUY4cc-tGknBx3f,https://drive.google.com/open?id=1CgjbKiSvxt9j1z6tAawQabcgkxs-cUPi-LlWl3CvKsw,https://drive.google.com/open?id=1I9vxAIT6m4t8OEnG62FlFZ0Qm4icwQei,https://drive.google.com/open?id=1eh2F9n_-GKsSmaw4posV4ImFO3g_5rpSVyuDf5zUDZs,https://drive.google.com/open?id=1lCt5LPd6MY1uRNnRZ5BA3ZxyZsxRJpP6,https://drive.google.com/open?id=1A7M09qvuiu4eAGDZb9bjZN_Id4iL8K5OZ4hkCJdC5O8,https://drive.google.com/open?id=1IoGlnl4WaTjt0L8oA4fK1WiMz0mCPojzk88gBdpwJBc,,,Doris Oltrogge,,p063r_3; p128v_1,,,,,,,
ann_324_ie_19,ann_324_ie_19_Oosterhoff_Ingenious-Material-Salt,Scholar,http://edition640.makingandknowing.org/#/essays/ann_324_ie_19,Ingenious Materials: Salts as Material Metaphor,Ingenious Materials: Salts as Material Metaphor,2019,NA,Knowing Nature,Art and Its Making,,1TweRqh8ojoYSiMmIRxDScHSXLBSbG_apHF5aPqL0JRg,https://drive.google.com/drive/u/0/folders/10gZMIVI-qRdRWrTySdpTTa3SL6Ve3uQp,https://drive.google.com/open?id=1TweRqh8ojoYSiMmIRxDScHSXLBSbG_apHF5aPqL0JRg,,,,,https://drive.google.com/open?id=1NtOOUyDhFjOUl0zxqbT6azJv-r5G8y0dg901sneniMU,,,Richard Oosterhoff,,p002r_2,,,,,,,
ann_325_ie_19,ann_325_ie_19_Pitman_Daily-Life,Scholar,http://edition640.makingandknowing.org/#/essays/ann_325_ie_19,Daily Life and Material Culture in Early Modern Europe,Daily Life and Material Culture in Early Modern Europe,2019,NA,Society and Culture,,,1AaNhfgk9jS57HR0e27Cwmw85Aena5xfuwer1BnvshiU,https://drive.google.com/drive/u/0/folders/1DCKR90ITZNnqtlKHLUgPIpATL8PPqeaM,https://docs.google.com/document/d/1AaNhfgk9jS57HR0e27Cwmw85Aena5xfuwer1BnvshiU/edit?usp=sharing,https://drive.google.com/drive/u/0/folders/1J0QUOmXC9-FfPf4goci74lpvqJIcgifm,https://drive.google.com/open?id=1XHddttZFx1DkuRGQs-Tz8B4lNGrOvct-ElyMRYhEfqQ,https://drive.google.com/open?id=1sa3QiLYxCIaj0DwVaqyzRZl1U1hnPz5M,https://drive.google.com/open?id=19vK103u9tdKOgtxfjRaVYx88dkfsqdozz_t1efE3Ka4,,,,Sophie Pitman,,p016v_5; p020v_6; p033r_2,,,,,,,
ann_326_ie_19,ann_326_ie_19_Smith_Codicology-Paleography,Scholar,http://edition640.makingandknowing.org/#/essays/ann_326_ie_19,Making Ms. Fr. 640,Making Ms. Fr. 640,2019,NA,"The Manuscript, Ms. Fr. 640",The Making and Knowing Project,,1WbRn_ruQr-3DonDs-vA3PNam74p2_am5gCSkTWVYKMo,https://drive.google.com/open?id=1dvKBFntXvzUgqNNWQs_pjMGjJl3Y4wb8,https://docs.google.com/document/d/1WbRn_ruQr-3DonDs-vA3PNam74p2_am5gCSkTWVYKMo/edit?usp=sharing,,,,,,,,Marc Smith,,,,,,,,,
ann_327_ie_19,ann_327_ie_19_Fransen_Images,Scholar,http://edition640.makingandknowing.org/#/essays/ann_327_ie_19,Images in Ms. Fr. 640,Images in Ms. Fr. 640,2019,NA,"The Manuscript, Ms. Fr. 640",,,,https://drive.google.com/open?id=1Ka1XPJIPzRdoNPb2fAxyO_ZPjY5ZIVEI,,,,,,,,,Sietske Fransen,,,,,,,,,
ann_328_ie_19,ann_328_ie_19_Hagadorn_Ms-construction,Scholar,http://edition640.makingandknowing.org/#/essays/ann_328_ie_19,The Physical Construction of Ms. Fr. 640,The Physical Construction of Ms. Fr. 640,2019,NA,"The Manuscript, Ms. Fr. 640",,,,https://drive.google.com/drive/u/0/folders/16LzQrLLGYBpXGcykhJRQfsctBSofoyKV,,,,,,,,,Alexis Hagadorn,,,,,,,,,
ann_329_ie_19,ann_329_ie_19_Smith_Making-the-Edition,Scholar,http://edition640.makingandknowing.org/#/essays/ann_329_ie_19,Making the Edition of Ms. Fr. 640,Making the Edition,2019,NA,An Introduction,"The Manuscript, Ms. Fr. 640",The Making and Knowing Project,1goxmI_PE8uSRaBS-8M0InBiajqP7pY0JlliYHO5_eGs,https://drive.google.com/drive/folders/1PSm8Bpuil9B4Vzvuu_KHZWM1Ky5ZOBfx,https://docs.google.com/document/d/1goxmI_PE8uSRaBS-8M0InBiajqP7pY0JlliYHO5_eGs/edit,https://drive.google.com/drive/folders/18eyxYDNBwhcb3UG9atw5X-k3ovsliUya,https://docs.google.com/document/d/1BnkNWyWdHDD2nJpIupyWHp75gl_Eud2tTYKZM0s1_k8/edit,https://drive.google.com/open?id=1xrQiDCDQtr_lBex4tgJnmrfWBbmgDs00,https://docs.google.com/document/d/1JC1UhzqoWw9-58EZeR3VkcGD5Oa5T3I38yDTCkB1T2c/edit,https://docs.google.com/document/d/1HUxxD90VHDQTdJ_Xeop-KoeeugK18Uzstr1qU3CqL0Y/edit,,,Pamela H. Smith,,,,,,MVP,staging,,
ann_330_ie_19,ann_330_ie_19_Beentjes_Expert-Maker,Scholar,http://edition640.makingandknowing.org/#/essays/ann_330_ie_19,Metalworking & Moldmaking: An Expert Maker Perspective,An Expert Maker Perspective,2019,NA,The Making and Knowing Project,,,1qDT2lDlMh_23Gua5jgT9i_NBzmu657qChtDLOTV_Cq8,https://drive.google.com/open?id=1XDHvAhGci0AT18WLJg5MUlRbnXxaAE6o,https://drive.google.com/open?id=1qDT2lDlMh_23Gua5jgT9i_NBzmu657qChtDLOTV_Cq8,https://drive.google.com/open?id=1bsHHPWNX5hndrwoEcl83WcVCysb1f0bf,https://drive.google.com/open?id=1Jmt6gJOZYW9sz9aoREVoicvH152hRfp7jkFQ0dEmnrI,https://drive.google.com/open?id=1ewZYYeqoq4wh9GG4APxDM4ewAPFH9R_q,,,,,Tonny Beentjes,,,,,,,,,
ann_331_ie_19,ann_331_ie_19_CampsLyautney_Markup-Process,Scholar,http://edition640.makingandknowing.org/#/essays/ann_331_ie_19,Ma<r>king and Knowing: Encoding BnF Ms. Fr. 640,Encoding BnF Ms. Fr. 640,2019,NA,The Making and Knowing Project,"The Manuscript, Ms. Fr. 640",,1SgjyfwjOjK_NqE6K8ASm3QkHk6apHsBZzw98qlU64IQ,https://drive.google.com/open?id=1bq5ZAuQd4bjPQo6A-PXrT5ns27hvZoNv,https://drive.google.com/open?id=1SgjyfwjOjK_NqE6K8ASm3QkHk6apHsBZzw98qlU64IQ,https://drive.google.com/open?id=1Z0M6rxaGXvT3FXocfCGeKJdZqtJgYYeN,https://drive.google.com/open?id=1h7-3_Nfbz3OjTOXNv-2PhQv7PEF90AD4c18Uc_dbjsc,https://drive.google.com/open?id=1d6AdMLeienZH37nAJ4ENtuR7XmwQc9YO,https://drive.google.com/open?id=1nbyYWca0uIlWllD6kM9cXWk-ASACFP6nQzVVILvWgmI,https://drive.google.com/open?id=13JL6zFBHzauYi6DE2JmtCGWPomPMROt8zI7OmfLd470,,,"Celine Camps, Margot Lyautney",,,,,,,,,
ann_333_ie_19,Muñoz_PhilosophyChemistry,Scholar,http://edition640.makingandknowing.org/#/essays/ann_333_ie_19,Natural Philosophy and Chemistry in the Manuscripts of the Béthune Collection,,2019,NA,,,,,https://drive.google.com/drive/u/3/folders/1YyyEnc8VAZkvCj_jG5T7zfVjsw1_po0F,,,,,,,,,Sarah Muñoz,,,,,,,,,
