annotation-ID,annotation-folder-name,essay-type,edition-URL,full-title,thumbnail-title,year,semester,theme,theme-add-1,theme-add-2,UUID,GD_folder_url,GD_text_url,illustrations_url,captions_url,thumbnail_url,abstract_text_url,bib_text_url,alttext_url,short-title-GD,author,folios,entry-id,entry-cat,entry-cat-add-1,entry-cat-add-2,status-phs,status-DCE,refresh-DCE,done-date
ann_069_fa_18,ann_069_fa_18_Branscum_NecessaryParticulars,Student,http://edition640.makingandknowing.org/#/essays/ann_069_fa_18,Necessary Particulars: Philosophical Reflections on Making and Knowing with Ms. Fr. 640,Necessary Particulars,2018,Fall,The Making and Knowing Project,The Making and Knowing Laboratory,,1Jq7eqIqvPD9oXizlfq6liIkd6rDgiIF574-bgQtGWws,https://drive.google.com/open?id=1qCC0fiK2AzH_u9hHEH4-TVd4PlM201nb,https://docs.google.com/document/d/1Jq7eqIqvPD9oXizlfq6liIkd6rDgiIF574-bgQtGWws/edit?usp=drive_web&ouid=100869363858674371948,N/A,N/A,https://drive.google.com/file/d/1-56FZzxgotlNWrLVAByRjnCRmM_uz1Gd/view?usp=sharing,https://docs.google.com/document/d/1heoStCKQdGkQxou93f01FRDbnPhnsfH5zReUa3AgwUs/edit,https://docs.google.com/document/d/1qO3W3HSkZjRDSEU0nai3RQ05kvnfMXvbNGqYUIcWo_4/edit,,Necessary Particulars: Philosophical Reflections on Making and Knowing with BnF Ms. Fr. 640,Olivia Branscum,none,none,,,,PHS,published,,
ann_070_fa_18,ann_070_fa_18_Buckley_TinAndItsUses,Student,http://edition640.makingandknowing.org/#/essays/ann_070_fa_18,Tin and its Uses in Ms. Fr. 640,Tin and its Uses,2018,Fall,The Making and Knowing Laboratory,Knowing Nature,,1vTIaVkJUguS2kjZZA81nIhLNaeYsFsl1Kq0iPkH2yow,https://drive.google.com/open?id=1PsLMu_ABydeIGfr3rM-lVM3ensJxi261,https://docs.google.com/document/d/1vTIaVkJUguS2kjZZA81nIhLNaeYsFsl1Kq0iPkH2yow/edit?usp=sharing,https://drive.google.com/open?id=1iozDbN20kTwVFVoilTLQlW9iu6UWib8i,https://docs.google.com/document/d/1mg-fW19ZSLzmd8iUSH3hWQ9J7zGmXKGtf8GzZuIlmEI/edit?usp=drivesdk,https://drive.google.com/file/d/1-D_ncxLjMiicaB7SjnTQpgtWBE_1bNoD/view?usp=sharing,https://docs.google.com/document/d/1GXVRTaLIqMiQ41_Gm0WtWzOGjjyk6kV0lN2YQBgfGr8/edit,https://docs.google.com/document/d/1Zx_8ZBUopVCZqF1gKZy5TAfctKmFAXfhbrMOXw5GR6c/edit,,Tin and its Uses in Ms. Fr. 640,James Buckley,6v,p006v_2,decorative,household and daily life,,PHS,published,,
ann_071_fa_18,ann_071_fa_18_Camps_BlackVarnish,Student,http://edition640.makingandknowing.org/#/essays/ann_071_fa_18,Black Varnish for Armor,Black Varnish for Armor,2018,Fall,Society and Culture,The Making and Knowing Laboratory,Art and Its Making,1hFsyUEmSxYz2ZvyZ_t-FCCAnRKX7ZC3wMJqRvm-TY3w,https://drive.google.com/open?id=13h99gsOQex8iaWnSnCyVXtGgM1tb9j9g,https://docs.google.com/document/d/1hFsyUEmSxYz2ZvyZ_t-FCCAnRKX7ZC3wMJqRvm-TY3w/edit,https://drive.google.com/open?id=1p_PJ12PbWJCNn7WjhiqM5xf3vz33hTaL,https://docs.google.com/document/d/1nGNXflgdEQ-5FNddErMKFdEV66A8rLiV7hOTniulqNY/edit?usp=drivesdk,https://drive.google.com/file/d/1655cZjWvBba5fdGbUcEVtQzLg1oc5tf8/view?usp=sharing,https://drive.google.com/open?id=1lXkKRiZfn_XWra2FMdAinEgNwxjtBbnBiigLrOT1u2I,https://drive.google.com/open?id=1TMA1xsa9RGGsAyXCX_eJehh2hEgG7TU4Elgsrpu2z1o,,"Black Varnish for Sword Guard, Bands of Trunks, etc.",Celine Camps,4v,p004v_1,varnish,arms and armor,,PHS,published,refresh,
ann_072_fa_18,ann_072_fa_18_Faulkner_BnFAndTheJewellHouse,Student,http://edition640.makingandknowing.org/#/essays/ann_072_fa_18,Ms. Fr. 640 and The Jewell House of Art and Nature (1594),Ms. Fr. 640 and the Jewell House,2018,Fall,"The Manuscript, Ms. Fr. 640",Knowing Nature,Society and Culture,1KB8qk6Mhrh2GgIY19bJ-jfhWR8-EVISW94Iw_p7GRZQ,https://drive.google.com/open?id=1t81dMyy8N6GDsCkKKvBBztgPQXNLF3cv,https://docs.google.com/document/d/1KB8qk6Mhrh2GgIY19bJ-jfhWR8-EVISW94Iw_p7GRZQ/edit?usp=sharing,N/A,N/A,https://drive.google.com/file/d/1RB36PMj3QoLHYiu8t6gixIv2Vaicesea/view?usp=sharing,https://docs.google.com/document/d/1FM7JjEsTBdww_Kz241b3Ipn2EVsdSzuWrxwbOiUj3Dc/edit,https://docs.google.com/document/d/1zq3VD_Ee1IR8cBNcN7w7N_L7hY2CNlwiI-zFFrnh1PM/edit,,BnF Ms. Fr. 640 and The Jewell House of Art and Nature (1594),Amanda Faulkner,n/a,p032v_1; p044v_1; p106r_2; p145v_1,household and daily life,tool,casting,PHS,published,,
ann_074_fa_18,ann_074_fa_18_Jiang_PolishingAndEngravingStones,Student,http://edition640.makingandknowing.org/#/essays/ann_074_fa_18,Polishing and Engraving Stones,Polishing and Engraving Stones,2018,Fall,The Making and Knowing Laboratory,Art and Its Making,,1STrStymkHkdZpwYZyNg1jT_qzWwGeqf3dk2C24NOXxw,https://drive.google.com/open?id=1yqnKMxN9JqrEHQeWtihKNwKmHBwZptHL,https://docs.google.com/document/d/1STrStymkHkdZpwYZyNg1jT_qzWwGeqf3dk2C24NOXxw/edit?usp=sharing,https://drive.google.com/open?id=1lEmUp2KFrajp6cHsUSBrKB9OUgkjWrpo,https://docs.google.com/document/d/1bSH0D9bd2pdOR5YDYaD5JyI1ExhMHFWZS5KOtkogz6U/edit?usp=drivesdk,https://drive.google.com/file/d/1OUm5Dvm7GRUqEodlUNRZVfzM_CZSdHhn/view?usp=sharing,https://docs.google.com/document/d/178UWBd9WLYj2QCgYyDEoTVMr6vJyQvR_oNYaVcwog0I/edit,https://drive.google.com/open?id=12yJXHmjg2nNfYBdoHTV1TfZ_FCQZYYK1sOLMHftijh8,,Polishing and Engraving Stones,Angel Jiang,11v; 13r,p011v_4; p013r_3,tool,stones,,PHS,published,refresh,
ann_075_fa_18,ann_075_fa_18_Jiang_WhatIsStone,Student,http://edition640.makingandknowing.org/#/essays/ann_075_fa_18,What is Stone in Ms. Fr. 640?,What is Stone?,2018,Fall,Knowing Nature,,,1cXRvaDr1ksJCliFrZFtGvG5hz2N8ttHW0O1igKHbtFg,https://drive.google.com/open?id=1_PV7wN-7UGGTiy2680MIINiyfWu4QqfA,https://docs.google.com/document/d/1cXRvaDr1ksJCliFrZFtGvG5hz2N8ttHW0O1igKHbtFg/edit,N/A,N/A,https://drive.google.com/file/d/1pDthmS7bzZc8QZkY4Q3pKiwxmtsWGAJp/view?usp=sharing,https://docs.google.com/document/d/1IDR0-P69MjZrzfSJq-oN-vEqszuXFRHXCKSQUkTi76E/edit,https://docs.google.com/document/d/12yJXHmjg2nNfYBdoHTV1TfZ_FCQZYYK1sOLMHftijh8/edit,,What is Stone in BnF Ms. Fr. 640?,Angel Jiang,69r; 84r; 88v,p069r_2; p084r_5; p088v_1,casting,,,PHS,published,refresh,
ann_076_fa_18,ann_076_fa_18_Lim_ToShrinkAnObject,Student,http://edition640.makingandknowing.org/#/essays/ann_076_fa_18,To Shrink an Object: Bread Molding in Ms. Fr. 640,To Shrink an Object,2018,Fall,The Making and Knowing Laboratory,Art and Its Making,Society and Culture,1EMu41zDdnMYsrmZKFIIZE_moIEB1k0rABa-6zTekwKk,https://drive.google.com/open?id=1s-R-Yo_NwISAZ2IAt7dkxsD4-EYXH4V2,https://docs.google.com/document/d/1EMu41zDdnMYsrmZKFIIZE_moIEB1k0rABa-6zTekwKk/edit,https://drive.google.com/open?id=1ryU5b4S6VMFzlN4ZFpK9Q6RDAqRVlMcs,https://docs.google.com/document/d/1nNaibZuUG1uHXaYoDJ7PqqPjfgoG5vML7yWrs7ThEHI/edit?usp=drivesdk,https://drive.google.com/file/d/1_25rcyoU7vyCfm8SvZLyi2IY_R0fR23c/view?usp=sharing,https://docs.google.com/document/d/1-_JA78tjFanW_AZ1Q6jEtIZJmWekYThqBLYc74Zvn_M/edit,https://docs.google.com/document/d/1UkkvKlMAla6N7CYw9OyT_Mc3VZKQ2ZionfRPgQNcPbU/edit,,To Shrink an Object: Bread molding in fol. 140v,Min Lim,140v,p140v_1; p140v_2,casting,,,PHS,published,refresh,
ann_077_fa_18,ann_077_fa_18_Olson_WaxForSeal,Student,http://edition640.makingandknowing.org/#/essays/ann_077_fa_18,Wax for Seals in Ms. Fr. 640,Wax for Seals,2018,Fall,The Making and Knowing Laboratory,Art and Its Making,,14U1OdnnRSuavnvb02J5PlHHtXIyYYwI6c1pdOhRQgCc,https://drive.google.com/open?id=10vhj3imyImTEdke72FCY1tjYTFxMFBCv,https://docs.google.com/document/d/14U1OdnnRSuavnvb02J5PlHHtXIyYYwI6c1pdOhRQgCc/edit?usp=sharing,https://drive.google.com/open?id=1_O538xFYne3ru9pbESB4-POVkKeZY0_D,https://docs.google.com/document/d/1IVEBBXOoWSgGh1TNMOm7Aa6_sOHmnSr2NdAmfBKVyEA/edit?usp=drivesdk,https://drive.google.com/file/d/1dQlaS-vt8OXn6SWqFfphNwNdqjAdbASY/view?usp=sharing,https://docs.google.com/document/d/17hzsFTgapX0Yl28uD09oM248VLDhg3xVfHNm-LkzMO8/edit,https://docs.google.com/document/d/1XF-KwZ2l-fewhW9hEWU8c5lB8OVXDWvGX7plVzD8W1c/edit,,Wax for Seal and Imprint and Hard Wax for Imprinting Seals,Nancy Olson,42r; 133r,p042r_2; p133r_1,wax process,,,PHS,published,refresh,
ann_078_fa_18,ann_078_fa_18_Bertozzi_PinkingSatin,Student,http://edition640.makingandknowing.org/#/essays/ann_078_fa_18,Pinking Satin,Pinking Satin,2018,Fall,Society and Culture,The Making and Knowing Laboratory,,1bvC2L9MU21n3Ja4bB5ms4YO1rr7ushZKrdlaletYvic,https://drive.google.com/open?id=17kmJoBxnwYVfaDWBYSGEKvbEpjial7X5,https://drive.google.com/open?id=1bvC2L9MU21n3Ja4bB5ms4YO1rr7ushZKrdlaletYvic,https://drive.google.com/open?id=1gCT14njPaHFLl3kKY4x1-cZPeaWYavNH,https://docs.google.com/document/d/1PJqd5M1QC88B7UsM8ugW3vl46hAaGQh_EvOYxMFY2Kg/edit?usp=drivesdk,https://drive.google.com/file/d/1cNm9tkXlNvsbFT63_ESx8AojCDtclw71/view?usp=sharing,https://docs.google.com/document/d/1v7Xb6yDVcbGBBfOOK-PXzIPCX7qPM--sp1qZu35ll1U/edit,https://docs.google.com/document/d/1hFpAncA2lpQ5eTChRnx85IU_YSw6Olizd6MtuY8K5yc/edit,,Pinking Satin,Nicolle Bertozzi,42v,p042v_1,painting,household and daily life,,PHS,published,refresh,
ann_300_ie_19,ann_300_ie_19_Smith_Introduction-MsFr640,Scholar,http://edition640.makingandknowing.org/#/essays/ann_300_ie_19,An Introduction to Ms. Fr. 640 and Its Author-Practitioner,Introduction to Ms. Fr. 640,2019,NA,An Introduction,"The Manuscript, Ms. Fr. 640",The Making and Knowing Project,1sjPy9PbNZdXDuRf0DCnpLJy1jA-IdosXJlHr6yKj3EE,https://drive.google.com/drive/folders/1HfQraOMJnttQY5kpube5ACzUvBr0O9te,https://docs.google.com/document/d/1sjPy9PbNZdXDuRf0DCnpLJy1jA-IdosXJlHr6yKj3EE/edit,https://drive.google.com/drive/folders/14SSvEMd5zk9ftRxM976dcjt07Z3YbB0-,https://docs.google.com/document/d/1NK0KtwQ-oR720VXwpOM5utMBaku7HIlJ8m1qLZ6gpp0/edit#,https://drive.google.com/open?id=1J_prH9XNYDbVPY-zmMnui0GvEguSHfoV,https://docs.google.com/document/d/1UDGcMHR2VZNMF4M03GqRO3VTYLtdImqUK9LqEbgQ5RY/edit,https://docs.google.com/document/d/1ZGyb0tQgPugkAtlBwefq64UMOM9TwKZ9oV4_DChYlxo/edit,,,Pamela H. Smith,,p001r_1; p162r_1; p166r_1; p170v_1,,,,MVP,staging,,
ann_301_ie_19,ann_301_ie_19_Godbarge_Digital-Humanities,Scholar,http://edition640.makingandknowing.org/#/essays/ann_301_ie_19,The Manuscript Seen from Afar: A Computational Approach to Rhetorical Analysis,A Computational Approach to Rhetorical Analysis,2019,NA,"The Manuscript, Ms. Fr. 640",The Making and Knowing Project,,1eLqO21Zo1gOkX6RQ6Eso4aTwJ_Gq4Teu01bDiHm48o4,https://drive.google.com/open?id=1xPWQQlbJhoTphIfBUp-nAlLSRidHsKqb,https://drive.google.com/open?id=1eLqO21Zo1gOkX6RQ6Eso4aTwJ_Gq4Teu01bDiHm48o4,https://drive.google.com/drive/u/0/folders/1fPYsgLyvR6qWXoG3-Qvd14aDZZkvFuvo,https://drive.google.com/open?id=1SjfT92dNZ2g6IEIdpi5jR_nEiTEyeS6Jew7Wx22FSzY,https://drive.google.com/open?id=1fFiADDXmo4f7gw2IzMsefbtXqPqxktFL,,,,,Clément Godbarge,,,,,,,,,
ann_302_ie_19,ann_302_ie_19_Taape_Body-and-Senses,Scholar,http://edition640.makingandknowing.org/#/essays/ann_302_ie_19,The Body and the Senses in Ms. Fr. 640: Towards a “Material Sensorium”,The Body and the Senses in Ms. Fr. 640,2019,NA,Society and Culture,Knowing Nature,Art and Its Making,1CWfQJez3bumw99JPkLT91ORnHUNEAVHNQJ7YCUPWIWw,https://drive.google.com/drive/folders/1k0zLufHeNWLtsjzI-CKF5xBjjtDs_cKs?usp=sharing,https://docs.google.com/document/d/1CWfQJez3bumw99JPkLT91ORnHUNEAVHNQJ7YCUPWIWw/edit,,,,,,,,Tillmann Taape,,,,,,,,,
ann_303_ie_19,ann_303_ie_19_Taape_Experience-will-Teach-You,Scholar,http://edition640.makingandknowing.org/#/essays/ann_303_ie_19,"""Experience Will Teach You:"" Recording, Testing, Knowing, and the Language of Experience in Ms. Fr. 640",The Language of Experience in Ms. Fr. 640,2019,NA,Knowing Nature,Society and Culture,Art and Its Making,1XbIQSI0fsVtivJGsY-BPGNG1IFemQMisNoHU_WpWTt8,https://drive.google.com/drive/u/3/folders/1k0zLufHeNWLtsjzI-CKF5xBjjtDs_cKs,https://docs.google.com/document/d/1XbIQSI0fsVtivJGsY-BPGNG1IFemQMisNoHU_WpWTt8/edit,,,,https://docs.google.com/document/d/1_S1EiCUV6zpcmRxXsQ7H18bc2AOiedhqNcLgzRHR4BQ/edit,https://docs.google.com/document/d/1cKg4A9EoT2oWoccfmAfN3ysw6D1V-gVZ0lRqWp-Q2Fc/edit,,,Tillmann Taape,,,,,,,,,
ann_304_ie_19,ann_304_ie_19_Uchacz_Sites,Scholar,http://edition640.makingandknowing.org/#/essays/ann_304_ie_19,Within the Workshop Walls and Beyond: The Spaces of Artisanal Experiment and Inquiry,The Spaces of Artisanal Experiment and Inquiry,2019,NA,Society and Culture,Art and Its Making,,1LYrhxWGRXPd6u4IIRxQSwGko6y2HHRdw1ilOnc9C5OY,https://drive.google.com/open?id=1vgbpx44ylVA2N5Rq0T-dufrxhGW_u1RQ,https://docs.google.com/document/d/1LYrhxWGRXPd6u4IIRxQSwGko6y2HHRdw1ilOnc9C5OY/edit?usp=sharing,,,https://drive.google.com/open?id=1xRfLH5hYhTdx6jrKWF3AfWTcfYN9mmD5,,https://drive.google.com/open?id=1ifYou91xbSKNgm8ilyU04uNkxCRNvDnR2_WiuVzaacE,,,Tianna Uchacz,,,,,,,,,
ann_305_ie_19,ann_305_ie_19_Bilak_Pedagogy,Scholar,http://edition640.makingandknowing.org/#/essays/ann_305_ie_19,Making and Knowing Pedagogy,Making and Knowing Pedagogy,2019,NA,The Making and Knowing Project,,,1zwJfx_dXN1674w8HG738rhZiQdmn44qXFh93POewWxI,https://drive.google.com/open?id=1IB1Hf4mfgm0q2goBxUo0F0uv6k4xPYgt,https://docs.google.com/document/d/1zwJfx_dXN1674w8HG738rhZiQdmn44qXFh93POewWxI/edit?usp=sharing,,,,,,,,Donna Bilak,,,,,,,,,
ann_306_ie_19,ann_306_ie_19_Bol_Keeping-it-Real,Scholar,http://edition640.makingandknowing.org/#/essays/ann_306_ie_19,Making It Fake or Keeping It Real: Ms. Fr. 640 through the Lens of Its Varnish Recipes,Making It Fake or Keeping It Real,2019,NA,Art and Its Making,,,1qAevygjXNyAh8jvBxrhWxUchjC9wVreqWUrf7R1pSd0,https://drive.google.com/open?id=15H-xun9gx1dcmaVIHMAWElafJU9UNxXf,https://docs.google.com/document/d/1qAevygjXNyAh8jvBxrhWxUchjC9wVreqWUrf7R1pSd0/edit?usp=sharing,,https://drive.google.com/open?id=1Nxfbz5baQkxsqZzH5vkEC0IAKeF38aG9L8NtZiRYi0g,,https://drive.google.com/open?id=1rhkJwEaJVoNkTf1Q-ioiM9wtgnr0X1TwN1d9xhx1APw,https://drive.google.com/open?id=1pR1cJP3A7Y1pCmnfaLTrcl5Wxj7eTZ173DqjpmrDeLU,,,Marjolijn Bol,,p003r_2; p060r_3; p066r_4,,,,,,,
ann_307_ie_19,ann_307_ie_19_BoulboulléStolsWitlox_Working-with-corps,Scholar,http://edition640.makingandknowing.org/#/essays/ann_307_ie_19,"Working (with) the Corps: The Body of Sands, Colors, and Varnishes in Ms. Fr. 640",Corps in Ms. Fr. 640,2019,NA,Art and Its Making,,,1SZnrhXnQmdvx0SNBuvVW_iOdkR2_HEz1gjyNi_aUcDU,https://drive.google.com/drive/u/0/folders/1i_085tDomAgYrdI3qizYS2rr-FPhCyb4,https://docs.google.com/document/d/1SZnrhXnQmdvx0SNBuvVW_iOdkR2_HEz1gjyNi_aUcDU/edit,https://drive.google.com/drive/u/1/folders/12Fv_vt-HK4BnPX10CtpKRn0VrLjns_sQ,,https://drive.google.com/open?id=1TrQpZclijmprA7ovyli1foH6tj4tyIWp,https://docs.google.com/document/d/1rhkJwEaJVoNkTf1Q-ioiM9wtgnr0X1TwN1d9xhx1APw/edit,,,,"Jenny Boulboullé, Maartje Stols-Witlox",,p065v_3; p081r_1; 85v_3,,,,,,,
ann_308_ie_19,ann_308_ie_19_Tavares_Arms-and-Armor,Scholar,http://edition640.makingandknowing.org/#/essays/ann_308_ie_19,Arms and Armor in Ms. Fr. 640,Arms and Armor in Ms. Fr. 640,2019,NA,Society and Culture,,,1Q58zURq2uDc-R-5cFKjBY-eNo79VoDq1MMxlsYr5uSM,https://drive.google.com/drive/u/0/folders/136LqnyYlml_PoMA1JUGuRJY5O7dx2HEe,https://docs.google.com/document/d/1Q58zURq2uDc-R-5cFKjBY-eNo79VoDq1MMxlsYr5uSM/edit#,https://drive.google.com/drive/u/0/folders/1exlN1OSqUgrHMta9oCNdvlwwxhhbBbKS,,https://drive.google.com/open?id=1n117Pjwtjkk3x-DsgMxm1Z7gISvKhhvG,,,,,Jonathan Tavares,,p094r_1,,,,,,,
ann_309_ie_19,ann_309_ie_19_Brioist_Contextualizing-Weapons,Scholar,http://edition640.makingandknowing.org/#/essays/ann_309_ie_19,Artillery in 1590s France,Artillery in 1590s France,2019,NA,Society and Culture,,,1k3rFzmg9kCnzhcFxt_7U8tsR_MvEU79vU88s154jRYE,https://drive.google.com/drive/u/0/folders/1to_uqURd41HlPniI9wV4TVRzN5PztI8v,https://docs.google.com/document/d/1k3rFzmg9kCnzhcFxt_7U8tsR_MvEU79vU88s154jRYE/edit,https://drive.google.com/drive/u/0/folders/10E5_ek5eY-o9LZ8zO0cAAgcv1yPakS3P,https://drive.google.com/open?id=1B4D8VG7KJKu3icUUstwbearP74A4YwuovZ6Q2xTc3rQ,https://drive.google.com/open?id=1zN079Zjl9HFNHw96hypEDt5WqgBvA1J5,,https://drive.google.com/open?id=1KfqpDWS3j0ZT_uIX6VUTN3lxvco0ODNzo1Ko67oIPMc,,,Pascal Brioist,,p017r_1; p021r_1; p025v_1,,,,,,,
ann_310_ie_19,ann_310_ie_19_CatapanoRosenkranz_Digital-Text,Scholar,http://edition640.makingandknowing.org/#/essays/ann_310_ie_19,BnF Ms. Fr. 640 as a Digital Text,BnF Ms. Fr. 640 as a Digital Text,2019,NA,The Making and Knowing Project,,,19sTdVCNOuBLzcTPTEatMbciD1R7oZ96neX2cy7JMdDI,https://drive.google.com/drive/u/0/folders/1N5sxLKRpH5LCcj9CRrH3Ygzq3q6Qno6H,https://drive.google.com/open?id=19sTdVCNOuBLzcTPTEatMbciD1R7oZ96neX2cy7JMdDI,,https://drive.google.com/open?id=1KNB4R8VQQMKiINhwpoPmVFJFcnI322z_wNWaVdx-T_E,https://drive.google.com/open?id=1OWDn7v0MVoxf0WsotmI0OFwydvjXDlhg,,,,,"Terry Catapano, Naomi Rosenkranz",,,,,,,,,
ann_311_ie_19,ann_311_ie_19_CatapanoRosenkranz_Digital-Literacy,Scholar,http://edition640.makingandknowing.org/#/essays/ann_311_ie_19,Developing Digital Literacy Competencies: Students and the Production of Digital Text,Developing Digital Literacy Competencies,2019,NA,The Making and Knowing Project,,,,,,,,,,,,,"Terry Catapano, Naomi Rosenkranz",,,,,,,,,
ann_312_ie_19,ann_312_ie_19_DebuicheMuñoz_Contexte-Toulousain,Scholar,http://edition640.makingandknowing.org/#/essays/ann_312_ie_19,Le Ms. Fr. 640 et le contexte toulousain,Le contexte toulousain,2019,NA,An Introduction,"The Manuscript, Ms. Fr. 640",Society and Culture,1eYwcgcGEV2j9ga1qAlKnU5pl5BO0Zo-pTiq0nWfU2co,https://drive.google.com/open?id=1T609KK66AkCSaxC0wC4HfE0WfVywisx0,https://drive.google.com/open?id=1eYwcgcGEV2j9ga1qAlKnU5pl5BO0Zo-pTiq0nWfU2co,https://drive.google.com/open?id=1G_PMjBfKxsBe_JgDJgNY1PM-u09VhYpJ,https://drive.google.com/open?id=14Q9dvRqz94gdzpl7JgI0zoq1_UkaZ-z10-h_H8zpSZM,https://drive.google.com/open?id=11iMNGcMnLwHb3JCHavtSCwxi6zzeL6j7,https://drive.google.com/open?id=1QeSW7c8YS-0wx5MH-o8E6uIktDQdcMaj6lpSVR9c4M0,https://drive.google.com/open?id=1r0MnVe68I7IWDavd5j0c9c1djQUgyPhdrATr00Kcg3w,,,"Colin Debuiche, Sarah Muñoz",,p001r_1; p009v_3; p017v_1; p020v_5; p044v_2; p049r_1; p170v_1,,,,MVP,staging,,
ann_313_ie_19,ann_313_ie_19_Debuiche_Masse,Scholar,http://edition640.makingandknowing.org/#/essays/ann_313_ie_19,Raymond Masse: un marchand-orfèvre dans l’environnement de l’auteur-praticien,"Raymond Masse, marchand-orfèvre",2019,NA,"The Manuscript, Ms. Fr. 640",Society and Culture,,1mkDBlS7eYnTBYxq1Q2SkWnx4hkM1-8dBHdB5l8pekto,https://drive.google.com/drive/u/3/folders/1ng7IWV-FTtrFMPN9F0lQMBv6_VVRK-vZ,https://drive.google.com/open?id=1mkDBlS7eYnTBYxq1Q2SkWnx4hkM1-8dBHdB5l8pekto,,,,https://drive.google.com/open?id=1Jyf6NJoWhrkdZc0bQdv6cNyvtqoEpDiAsjSasDmj8xA,https://drive.google.com/open?id=1fQFh3_APCfIsd6gSZlrenbb2SHBTia-bOxoHF3-GKzs,,,Colin Debuiche,,p002v_2; p012v_3,,,,,,,
ann_314_ie_19,ann_314_ie_19_Debuiche_Bertin,Scholar,http://edition640.makingandknowing.org/#/essays/ann_314_ie_19,Adaptation à un contexte de guerre et aux enjeux économiques de la seconde moitié du XVIe siècle : les trajectoires professionnelles de Dominique Bertin et Hélie Bachelier,Dominique Bertin et Hélie Bachelier,2019,NA,Society and Culture,"The Manuscript, Ms. Fr. 640",,1PV2XMMDAOgsiQuqMgsOVWF0qCtGqERbdPZ9zpz7UYLw,https://drive.google.com/open?id=16pUVr54FHjQfC84HHqdl_FDAQUrxKzY6,https://drive.google.com/open?id=1PV2XMMDAOgsiQuqMgsOVWF0qCtGqERbdPZ9zpz7UYLw,https://drive.google.com/drive/u/0/folders/1hQ3z85oaDkcRYb0Cl5ndMSNKbUdy-0fr,https://docs.google.com/document/d/1T_Ov2kbkBfbSfWfDuJRRMAjz9o04vOTtQQ2Hzd2LGq4/edit,https://drive.google.com/open?id=1bCl4ejNDrYpMgzjan326dCtfkUWGvYam,https://drive.google.com/open?id=1Hi1Rk8aZzeNIiCBCDJnXceZ7QDLlCFGwzp4o38KQ_vc,https://drive.google.com/open?id=1myhQU-4E653HmRjIiNc5Wt8Vsx2L-Nws0hzqf_pYOrU,,,Colin Debuiche,,p050v_2; p090r_2; p143r_2,,,,,,,
ann_315_ie_19,ann_315_ie_19_Muñoz_FragmentGoldsmith,Scholar,http://edition640.makingandknowing.org/#/essays/ann_315_ie_19,A Fragmentary Goldsmithing Manuscript from seventeenth-century Toulouse,Toulouse Goldsmithing Manuscript,2019,NA,An Introduction,Art and Its Making,"The Manuscript, Ms. Fr. 640",1SPdegAqmBJhB-YEdY6-63P133BU1JJu2KkbJnEoBsAA,https://drive.google.com/open?id=1LxirR0v3P3daVy_gtslB_pfSInVP5NFp,https://drive.google.com/open?id=1SPdegAqmBJhB-YEdY6-63P133BU1JJu2KkbJnEoBsAA,https://drive.google.com/drive/u/0/folders/1jamyfFin6ldvgAma-WlcN06vVyu5MX-z,https://drive.google.com/open?id=1T_Ov2kbkBfbSfWfDuJRRMAjz9o04vOTtQQ2Hzd2LGq4,https://drive.google.com/open?id=1iZKWHpjiPx-VZ3yewBqX2tHh4taA8pTP,https://drive.google.com/open?id=1kjVIhued3dW7oLBxNd4-8OzDsQ4gKrXbxaRBPCJeAck,https://drive.google.com/open?id=1ALbvSO-0o3IEKd5264IiKSo2plAybvlA0aOswVp_iQE,,,Sarah Muñoz,,p104r_3; p135r_1; p138v_3,,,,MVP,staging,,
ann_316_ie_19,ann_316_ie_19_Debuiche_DukesofBethune,Scholar,http://edition640.makingandknowing.org/#/essays/ann_316_ie_19,Le Ms. Fr. 640 et la collection Béthune,Le Ms. Fr. 640 et la collection Béthune,2019,NA,Society and Culture,"The Manuscript, Ms. Fr. 640",,1eHZYs8N4-9XNOQvRWJzHnC6xGcTeZCj4clN9eNK-KCg,https://drive.google.com/open?id=1NdDzoC_yJmhnvA5Ms45eMP7EmPvJDi9y,https://drive.google.com/open?id=1eHZYs8N4-9XNOQvRWJzHnC6xGcTeZCj4clN9eNK-KCg,https://drive.google.com/drive/u/0/folders/1mPHZfrnCr8bL1v4nGzpjI9eUondF7VOp,https://drive.google.com/open?id=1s4IsQdPkDyzPSIBJacvFY-AamG3ObVC0csL9hSI4amI,https://drive.google.com/open?id=1QDNl79f_6S22_z28SZUU4V4rNq04EGhl,https://drive.google.com/open?id=1Fd-yTPxHUTiZ1-whAG6SndeYIdVxDBEQaV3DWdyRqOQ,https://drive.google.com/open?id=1Kth3AYuU7o0DENOspqiMrfBeekEEa1SmXtE9PMoQG1A,,,Colin Debuiche,,p001r_3; p166r_1; p170v_4,,,,,,,
