ms-xml/tc/tc_p022r_preTEI.xml,,ms-xml/tcn/tcn_p022r_preTEI.xml,,ms-xml/tl/tl_p022r_preTEI.xml
1 ab,,1 ab,,1 ab
1 del,,1 del,,1 del
1 div,,1 div,,1 div
1 figure,,1 figure,,1 figure
1 head,,1 head,,1 head
3 lb,,3 lb,,3 ms
2 ms,,3 ms,,1 root
1 root,,1 root,,1 wp
1 wp,,1 wp,,
ms-xml/tc/tc_p022v_preTEI.xml,,ms-xml/tcn/tcn_p022v_preTEI.xml,,ms-xml/tl/tl_p022v_preTEI.xml
3 ab,,3 ab,,3 ab
1 add,,1 add,,1 add
1 al,,1 al,,1 al
6 comment,,4 comment,,5 comment
6 del,,6 del,,6 del
3 df,,1 df,,1 df
1 div,,1 div,,1 div
5 exp,,5 exp,,2 figure
2 figure,,2 figure,,4 fr
1 head,,1 head,,1 head
2 ill,,2 ill,,2 ill
31 lb,,31 lb,,2 m
3 m,,2 m,,12 ms
12 ms,,12 ms,,1 root
1 root,,1 root,,2 tl
2 tl,,2 tl,,11 wp
13 wp,,13 wp,,
ms-xml/tc/tc_p023r_preTEI.xml,,ms-xml/tcn/tcn_p023r_preTEI.xml,,ms-xml/tl/tl_p023r_preTEI.xml
3 ab,,3 ab,,3 ab
4 add,,4 add,,3 add
3 bp,,3 bp,,3 bp
1 comment,,1 comment,,3 comment
8 del,,1 corr,,7 del
1 div,,7 del,,1 div
7 exp,,1 div,,1 figure
1 figure,,7 exp,,6 fr
1 head,,1 figure,,1 head
72 lb,,1 fr,,20 m
19 m,,1 head,,12 ms
12 ms,,72 lb,,1 root
1 root,,18 m,,1 sup
1 sup,,12 ms,,10 tl
8 tl,,1 root,,5 wp
7 wp,,1 sup,,
,,10 tl,,
,,8 wp,,
ms-xml/tc/tc_p023v_preTEI.xml,,ms-xml/tcn/tcn_p023v_preTEI.xml,,ms-xml/tl/tl_p023v_preTEI.xml
3 ab,,3 ab,,3 ab
1 comment,,1 comment,,1 comment
7 del,,7 del,,6 del
2 div,,2 div,,2 div
5 exp,,5 exp,,1 figure
1 figure,,1 figure,,2 fr
34 lb,,34 lb,,13 m
13 m,,13 m,,6 ms
6 ms,,6 ms,,1 root
1 root,,1 root,,4 tl
5 tl,,5 tl,,5 wp
4 wp,,5 wp,,
ms-xml/tc/tc_p024r_preTEI.xml,,ms-xml/tcn/tcn_p024r_preTEI.xml,,ms-xml/tl/tl_p024r_preTEI.xml
1 ab,,1 ab,,1 ab
4 add,,4 add,,4 add
1 al,,1 al,,1 al
3 bp,,3 bp,,3 bp
2 comment,,2 comment,,6 comment
9 del,,9 del,,9 del
1 div,,1 div,,1 div
2 env,,2 env,,2 env
3 exp,,3 exp,,8 fr
1 head,,1 head,,1 head
30 lb,,30 lb,,1 lb
22 m,,22 m,,22 m
1 md,,1 md,,1 md
8 ms,,8 ms,,7 ms
1 root,,1 root,,1 root
3 tl,,3 tl,,3 tl
1 tmp,,1 tmp,,1 tmp
7 ups,,10 wp,,10 wp
10 wp,,,,
ms-xml/tc/tc_p024v_preTEI.xml,,ms-xml/tcn/tcn_p024v_preTEI.xml,,ms-xml/tl/tl_p024v_preTEI.xml
6 ab,,6 ab,,6 ab
1 add,,1 add,,3 bp
3 bp,,3 bp,,1 comment
6 del,,4 corr,,1 corr
1 df,,8 del,,7 del
4 div,,1 df,,4 div
3 env,,4 div,,3 env
6 exp,,3 env,,2 fr
4 head,,7 exp,,4 head
59 lb,,4 head,,6 m
6 m,,59 lb,,5 ms
5 ms,,6 m,,1 pa
1 pa,,5 ms,,1 pl
1 pl,,1 pa,,7 pro
7 pro,,1 pl,,1 root
1 root,,7 pro,,1 tl
2 tl,,1 root,,2 tmp
2 tmp,,1 tl,,12 wp
16 wp,,2 tmp,,
,,15 wp,,
ms-xml/tc/tc_p025r_preTEI.xml,,ms-xml/tcn/tcn_p025r_preTEI.xml,,ms-xml/tl/tl_p025r_preTEI.xml
2 ab,,2 ab,,2 ab
1 al,,1 al,,1 al
10 del,,1 corr,,10 del
1 div,,10 del,,1 div
4 exp,,1 div,,5 fr
1 hr,,4 exp,,1 hr
35 lb,,1 hr,,15 m
15 m,,35 lb,,2 ms
2 ms,,15 m,,5 pro
4 pro,,2 ms,,1 root
1 root,,4 pro,,9 tl
9 tl,,1 root,,10 wp
11 wp,,9 tl,,
,,13 wp,,
ms-xml/tc/tc_p025v_preTEI.xml,,ms-xml/tcn/tcn_p025v_preTEI.xml,,ms-xml/tl/tl_p025v_preTEI.xml
1 ab,,1 ab,,1 ab
5 add,,5 add,,5 add
1 bp,,1 bp,,1 bp
7 del,,7 del,,7 del
1 div,,1 div,,1 div
10 exp,,10 exp,,2 fr
1 head,,1 head,,1 head
35 lb,,35 lb,,3 m
3 m,,3 m,,3 ms
3 ms,,3 ms,,1 root
3 pro,,3 pro,,4 tl
1 root,,1 root,,3 wp
4 tl,,4 tl,,
14 wp,,14 wp,,
ms-xml/tc/tc_p026r_preTEI.xml,,ms-xml/tcn/tcn_p026r_preTEI.xml,,ms-xml/tl/tl_p026r_preTEI.xml
2 ab,,2 ab,,2 ab
1 comment,,1 comment,,1 comment
1 del,,1 del,,1 del
2 div,,2 div,,2 div
1 emph,,1 emph,,1 emph
1 env,,1 env,,2 figure
3 exp,,3 exp,,2 head
2 figure,,2 figure,,5 m
2 head,,2 head,,1 root
7 lb,,7 lb,,3 tl
5 m,,5 m,,
1 root,,1 root,,
3 tl,,2 tl,,
1 tmp,,1 tmp,,
1 wp,,1 wp,,
ms-xml/tc/tc_p026v_preTEI.xml,,ms-xml/tcn/tcn_p026v_preTEI.xml,,ms-xml/tl/tl_p026v_preTEI.xml
1 div,,1 div,,1 div
1 figure,,1 figure,,1 figure
1 head,,1 head,,1 head
1 root,,1 root,,1 root
1 wp,,1 wp,,1 wp
ms-xml/tc/tc_p027r_preTEI.xml,,ms-xml/tcn/tcn_p027r_preTEI.xml,,ms-xml/tl/tl_p027r_preTEI.xml
3 div,,3 div,,3 div
1 exp,,1 exp,,3 figure
3 figure,,3 figure,,1 fr
3 head,,3 head,,3 head
1 root,,1 root,,1 root
3 wp,,3 wp,,
ms-xml/tc/tc_p027v_preTEI.xml,,ms-xml/tcn/tcn_p027v_preTEI.xml,,ms-xml/tl/tl_p027v_preTEI.xml
8 div,,8 div,,1 comment
6 exp,,6 exp,,8 div
8 figure,,8 figure,,8 figure
8 head,,8 head,,8 fr
18 lb,,18 lb,,8 head
15 ms,,15 ms,,15 ms
1 pl,,1 pl,,1 pl
1 root,,1 root,,1 root
3 wp,,4 wp,,4 wp
ms-xml/tc/tc_p028r_preTEI.xml,,ms-xml/tcn/tcn_p028r_preTEI.xml,,ms-xml/tl/tl_p028r_preTEI.xml
1 ab,,1 ab,,1 ab
1 div,,1 div,,1 div
1 figure,,1 figure,,1 figure
1 head,,1 head,,1 head
2 lb,,2 lb,,1 ms
1 ms,,1 ms,,1 root
1 root,,1 root,,
2 wp,,2 wp,,
ms-xml/tc/tc_p028v_preTEI.xml,,ms-xml/tcn/tcn_p028v_preTEI.xml,,ms-xml/tl/tl_p028v_preTEI.xml
5 ab,,5 ab,,5 ab
2 add,,2 add,,1 bp
1 bp,,1 bp,,5 comment
2 comment,,1 comment,,11 del
11 del,,11 del,,1 div
1 div,,1 div,,1 emph
1 emph,,1 emph,,3 env
3 env,,3 env,,9 fr
9 exp,,9 exp,,1 head
1 head,,1 head,,29 m
52 lb,,52 lb,,2 mark
28 m,,28 m,,15 ms
2 mark,,2 mark,,3 pl
16 ms,,16 ms,,5 pro
3 pl,,3 pl,,1 root
5 pro,,5 pro,,1 sn
1 root,,1 root,,7 tl
1 sn,,1 sn,,
7 tl,,6 tl,,
ms-xml/tc/tc_p029r_preTEI.xml,,ms-xml/tcn/tcn_p029r_preTEI.xml,,ms-xml/tl/tl_p029r_preTEI.xml
2 ab,,2 ab,,2 ab
2 add,,2 add,,2 add
5 del,,5 del,,5 del
1 div,,1 div,,1 div
1 emph,,1 emph,,1 emph
2 env,,2 env,,2 env
4 exp,,4 exp,,4 fr
1 head,,1 head,,1 head
37 lb,,37 lb,,37 m
38 m,,38 m,,3 ms
3 ms,,3 ms,,2 pa
2 pa,,2 pa,,1 pl
1 pl,,1 pl,,1 root
1 root,,1 root,,5 tl
5 tl,,5 tl,,
3 tmp,,3 tmp,,
9 ups,,,,
ms-xml/tc/tc_p029v_preTEI.xml,,ms-xml/tcn/tcn_p029v_preTEI.xml,,ms-xml/tl/tl_p029v_preTEI.xml
10 ab,,10 ab,,10 ab
1 add,,1 add,,1 add
4 al,,4 al,,4 al
2 comment,,4 del,,1 comment
4 del,,6 div,,4 del
6 div,,10 exp,,1 df
10 exp,,1 figure,,6 div
1 figure,,6 head,,1 figure
6 head,,43 lb,,4 fr
43 lb,,43 m,,6 head
43 m,,2 ms,,43 m
2 ms,,3 pa,,2 ms
3 pa,,1 pro,,3 pa
1 pro,,1 root,,1 pro
1 root,,4 tl,,1 root
5 tl,,1 tmp,,5 tl
1 tmp,,,,1 tmp
ms-xml/tc/tc_p030r_preTEI.xml,,ms-xml/tcn/tcn_p030r_preTEI.xml,,ms-xml/tl/tl_p030r_preTEI.xml
6 ab,,6 ab,,6 ab
1 al,,1 al,,1 al
2 bp,,2 bp,,2 bp
1 cn,,1 cn,,1 cn
2 del,,2 del,,3 comment
2 div,,2 div,,2 del
3 exp,,3 exp,,2 div
2 head,,2 head,,9 fr
23 lb,,23 lb,,2 head
15 m,,15 m,,13 m
4 ms,,2 ms,,2 ms
3 pl,,3 pl,,3 pl
2 pro,,2 pro,,2 pro
1 root,,1 root,,1 root
9 tl,,8 tl,,9 tl
ms-xml/tc/tc_p030v_preTEI.xml,,ms-xml/tcn/tcn_p030v_preTEI.xml,,ms-xml/tl/tl_p030v_preTEI.xml
2 ab,,2 ab,,2 ab
2 bp,,2 bp,,2 bp
5 del,,2 corr,,1 corr
1 div,,7 del,,6 del
8 exp,,1 div,,1 div
26 lb,,8 exp,,10 fr
7 m,,26 lb,,7 m
1 ms,,7 m,,1 ms
1 root,,1 ms,,1 root
24 tl,,1 root,,24 tl
,,22 tl,,
ms-xml/tc/tc_p031r_preTEI.xml,,ms-xml/tcn/tcn_p031r_preTEI.xml,,ms-xml/tl/tl_p031r_preTEI.xml
5 ab,,5 ab,,5 ab
1 add,,1 add,,1 al
1 al,,1 al,,2 bp
2 bp,,2 bp,,1 comment
1 comment,,1 comment,,2 del
2 del,,1 corr,,5 div
5 div,,2 del,,3 env
3 env,,5 div,,1 fr
5 exp,,2 env,,4 head
4 head,,5 exp,,1 la
1 la,,4 head,,19 m
18 lb,,1 la,,1 ms
19 m,,18 lb,,1 pa
1 ms,,20 m,,1 pl
1 pa,,1 ms,,1 root
1 pl,,1 pa,,7 tl
1 root,,1 pl,,
7 tl,,1 root,,
,,7 tl,,
ms-xml/tc/tc_p031v_preTEI.xml,,ms-xml/tcn/tcn_p031v_preTEI.xml,,ms-xml/tl/tl_p031v_preTEI.xml
5 ab,,5 ab,,5 ab
3 del,,1 comment,,1 comment
4 div,,1 corr,,3 del
2 env,,3 del,,4 div
3 exp,,4 div,,2 env
4 head,,2 env,,4 fr
17 lb,,4 exp,,4 head
15 m,,4 head,,14 m
1 ms,,17 lb,,1 ms
3 pro,,15 m,,3 pro
1 root,,1 ms,,1 root
2 tl,,3 pro,,2 tl
,,1 root,,
,,2 tl,,
ms-xml/tc/tc_p032r_preTEI.xml,,ms-xml/tcn/tcn_p032r_preTEI.xml,,ms-xml/tl/tl_p032r_preTEI.xml
6 ab,,6 ab,,6 ab
3 div,,1 df,,3 comment
1 env,,3 div,,1 df
4 exp,,1 env,,3 div
3 head,,4 exp,,1 env
19 lb,,3 head,,3 fr
18 m,,19 lb,,3 head
1 ms,,18 m,,18 m
2 pl,,1 ms,,1 ms
5 pro,,2 pl,,2 pl
1 root,,5 pro,,5 pro
2 tl,,1 root,,1 root
,,2 tl,,2 tl
ms-xml/tc/tc_p032v_preTEI.xml,,ms-xml/tcn/tcn_p032v_preTEI.xml,,ms-xml/tl/tl_p032v_preTEI.xml
4 ab,,4 ab,,4 ab
2 add,,2 add,,2 add
4 cn,,4 cn,,4 cn
2 comment,,1 comment,,2 comment
6 del,,6 del,,1 corr
2 df,,2 df,,5 del
3 div,,3 div,,2 df
1 env,,1 env,,3 div
4 exp,,4 exp,,1 env
3 head,,3 head,,4 fr
32 lb,,32 lb,,3 head
39 m,,39 m,,1 lb
2 mark,,2 mark,,39 m
6 ms,,6 ms,,2 mark
4 pa,,4 pa,,6 ms
3 pl,,3 pl,,4 pa
6 pro,,6 pro,,3 pl
1 root,,1 root,,6 pro
2 tmp,,2 tmp,,1 root
1 ups,,,,2 tmp
ms-xml/tc/tc_p033r_preTEI.xml,,ms-xml/tcn/tcn_p033r_preTEI.xml,,ms-xml/tl/tl_p033r_preTEI.xml
3 ab,,3 ab,,3 ab
2 add,,2 add,,2 add
18 bp,,18 bp,,18 bp
10 del,,1 comment,,1 comment
2 div,,1 corr,,1 corr
7 exp,,11 del,,11 del
2 figure,,2 div,,2 div
2 head,,7 exp,,2 figure
1 ill,,2 figure,,5 fr
41 lb,,2 head,,2 head
7 m,,1 ill,,1 ill
2 mark,,40 lb,,7 m
2 ms,,7 m,,2 mark
1 pa,,2 mark,,2 ms
2 pro,,2 ms,,1 pa
1 root,,1 pa,,2 pro
1 sn,,2 pro,,1 root
19 tl,,1 root,,1 sn
,,1 sn,,19 tl
,,19 tl,,
ms-xml/tc/tc_p033v_preTEI.xml,,ms-xml/tcn/tcn_p033v_preTEI.xml,,ms-xml/tl/tl_p033v_preTEI.xml
3 ab,,3 ab,,3 ab
22 bp,,22 bp,,22 bp
5 del,,1 corr,,1 corr
2 div,,5 del,,5 del
1 env,,2 div,,2 div
4 exp,,1 env,,1 env
1 figure,,4 exp,,1 figure
2 head,,1 figure,,2 fr
43 lb,,2 head,,2 head
20 m,,43 lb,,20 m
2 mark,,20 m,,2 mark
3 oc,,2 mark,,3 oc
1 pa,,3 oc,,1 pa
3 pro,,1 pa,,3 pro
1 root,,3 pro,,1 root
2 sn,,1 root,,2 sn
10 tl,,2 sn,,10 tl
12 ups,,10 tl,,
ms-xml/tc/tc_p034r_preTEI.xml,,ms-xml/tcn/tcn_p034r_preTEI.xml,,ms-xml/tl/tl_p034r_preTEI.xml
5 ab,,5 ab,,5 ab
2 add,,2 add,,2 add
6 bp,,6 bp,,6 bp
1 comment,,1 comment,,4 comment
3 del,,3 del,,3 del
5 div,,5 div,,5 div
3 env,,3 env,,3 env
4 exp,,4 exp,,2 fr
5 head,,5 head,,5 head
14 lb,,14 lb,,4 m
4 m,,4 m,,6 mark
6 mark,,6 mark,,1 ms
1 ms,,1 ms,,2 pro
2 pro,,2 pro,,1 root
1 root,,1 root,,1 sn
1 sn,,1 sn,,9 tl
10 tl,,9 tl,,
ms-xml/tc/tc_p034v_preTEI.xml,,ms-xml/tcn/tcn_p034v_preTEI.xml,,ms-xml/tl/tl_p034v_preTEI.xml
1 ab,,1 ab,,1 ab
4 add,,4 add,,3 add
3 bp,,3 bp,,3 bp
6 del,,6 del,,6 del
1 div,,1 div,,1 div
5 exp,,5 exp,,1 figure
1 figure,,1 figure,,2 fr
1 head,,1 head,,1 head
1 la,,1 la,,1 la
31 lb,,31 lb,,11 m
11 m,,12 m,,1 root
1 root,,1 root,,31 tl
31 tl,,31 tl,,
ms-xml/tc/tc_p035r_preTEI.xml,,ms-xml/tcn/tcn_p035r_preTEI.xml,,ms-xml/tl/tl_p035r_preTEI.xml
4 ab,,4 ab,,4 ab
1 al,,1 al,,1 al
3 bp,,3 bp,,3 bp
1 comment,,1 comment,,1 comment
1 del,,1 del,,1 del
4 div,,4 div,,4 div
3 env,,3 env,,3 env
3 exp,,3 exp,,1 figure
1 figure,,1 figure,,4 head
4 head,,4 head,,10 m
23 lb,,23 lb,,2 ms
10 m,,10 m,,1 root
2 ms,,2 ms,,10 tl
1 root,,1 root,,
10 tl,,10 tl,,
ms-xml/tc/tc_p035v_preTEI.xml,,ms-xml/tcn/tcn_p035v_preTEI.xml,,ms-xml/tl/tl_p035v_preTEI.xml
2 ab,,2 ab,,2 ab
1 comment,,3 del,,1 comment
3 del,,2 div,,3 del
2 div,,9 exp,,2 div
9 exp,,1 figure,,1 figure
1 figure,,2 head,,3 fr
2 head,,1 la,,2 head
1 la,,30 lb,,1 la
30 lb,,23 m,,23 m
23 m,,3 ms,,3 ms
3 ms,,12 pa,,11 pa
12 pa,,1 pn,,1 pn
1 pn,,1 pro,,1 pro
1 pro,,1 root,,1 root
1 root,,25 tl,,26 tl
25 tl,,,,
ms-xml/tc/tc_p036r_preTEI.xml,,ms-xml/tcn/tcn_p036r_preTEI.xml,,ms-xml/tl/tl_p036r_preTEI.xml
2 ab,,2 ab,,2 ab
1 al,,1 al,,1 al
6 bp,,6 bp,,5 bp
1 caption,,1 caption,,1 caption
1 cn,,1 cn,,1 cn
1 comment,,1 comment,,2 comment
3 del,,1 corr,,3 del
2 div,,3 del,,2 div
3 exp,,2 div,,1 figure
1 figure,,4 exp,,2 fr
1 head,,1 figure,,1 head
1 ill,,1 head,,1 ill
26 lb,,1 ill,,10 m
10 m,,26 lb,,3 ms
3 ms,,10 m,,1 pa
1 pa,,3 ms,,1 root
1 root,,1 pa,,32 tl
32 tl,,1 root,,
4 ups,,32 tl,,
ms-xml/tc/tc_p036v_preTEI.xml,,ms-xml/tcn/tcn_p036v_preTEI.xml,,ms-xml/tl/tl_p036v_preTEI.xml
5 ab,,5 ab,,5 ab
1 add,,1 add,,1 add
2 comment,,2 comment,,2 comment
3 del,,3 del,,3 del
3 div,,3 div,,3 div
1 exp,,1 exp,,5 fr
3 head,,3 head,,3 head
33 lb,,33 lb,,18 m
18 m,,18 m,,2 pa
2 pa,,2 pa,,7 pl
7 pl,,7 pl,,4 pro
4 pro,,4 pro,,1 root
1 root,,1 root,,3 sn
3 sn,,3 sn,,16 tl
16 tl,,16 tl,,
ms-xml/tc/tc_p037r_preTEI.xml,,ms-xml/tcn/tcn_p037r_preTEI.xml,,ms-xml/tl/tl_p037r_preTEI.xml
4 ab,,4 ab,,4 ab
1 add,,1 add,,3 bp
5 bp,,5 bp,,2 comment
2 comment,,2 comment,,2 del
2 del,,2 del,,4 div
4 div,,4 div,,3 fr
4 head,,4 head,,4 head
1 ill,,1 ill,,1 ill
23 lb,,23 lb,,22 m
21 m,,22 m,,4 md
3 md,,3 md,,3 ms
3 ms,,3 ms,,3 pa
3 pa,,3 pa,,1 pro
1 pro,,1 pro,,1 root
1 root,,1 root,,5 tl
5 tl,,5 tl,,2 tmp
2 tmp,,2 tmp,,
ms-xml/tc/tc_p037v_preTEI.xml,,ms-xml/tcn/tcn_p037v_preTEI.xml,,ms-xml/tl/tl_p037v_preTEI.xml
3 ab,,3 ab,,3 ab
1 add,,1 add,,1 add
1 al,,1 al,,1 al
8 bp,,8 bp,,8 bp
1 comment,,1 comment,,2 comment
4 del,,1 corr,,4 del
1 df,,4 del,,1 df
3 div,,1 df,,3 div
5 exp,,3 div,,12 fr
3 head,,5 exp,,3 head
32 lb,,3 head,,29 m
29 m,,32 lb,,3 ms
3 ms,,30 m,,2 oc
2 oc,,3 ms,,3 pa
2 pa,,2 oc,,2 pl
2 pl,,3 pa,,3 pro
3 pro,,2 pl,,1 root
1 root,,3 pro,,1 sn
1 sn,,1 root,,10 tl
10 tl,,1 sn,,2 tmp
2 tmp,,10 tl,,
,,2 tmp,,
ms-xml/tc/tc_p038r_preTEI.xml,,ms-xml/tcn/tcn_p038r_preTEI.xml,,ms-xml/tl/tl_p038r_preTEI.xml
5 ab,,5 ab,,5 ab
2 add,,2 add,,2 add
1 bp,,1 bp,,1 bp
3 del,,1 corr,,2 comment
1 df,,4 del,,3 del
4 div,,1 df,,2 df
4 env,,4 div,,4 div
8 exp,,4 env,,4 env
4 head,,8 exp,,5 fr
47 lb,,4 head,,4 head
53 m,,47 lb,,53 m
4 pa,,53 m,,5 pa
6 pl,,5 pa,,5 pl
1 pn,,5 pl,,1 pn
2 pro,,1 pn,,2 pro
1 root,,2 pro,,1 root
10 tl,,1 root,,10 tl
1 tmp,,10 tl,,1 tmp
,,1 tmp,,
ms-xml/tc/tc_p038v_preTEI.xml,,ms-xml/tcn/tcn_p038v_preTEI.xml,,ms-xml/tl/tl_p038v_preTEI.xml
6 ab,,6 ab,,6 ab
2 al,,2 al,,2 al
2 bp,,2 bp,,1 bp
3 cn,,3 cn,,3 cn
1 comment,,1 comment,,4 del
4 del,,4 del,,6 div
6 div,,6 div,,7 fr
4 exp,,4 exp,,6 head
6 head,,6 head,,1 la
1 la,,1 la,,20 m
23 lb,,23 lb,,2 md
20 m,,20 m,,6 ms
2 md,,2 md,,5 pa
6 ms,,6 ms,,1 pn
5 pa,,5 pa,,1 pro
1 pn,,1 pn,,1 root
1 pro,,1 pro,,1 tl
1 root,,1 root,,4 tmp
1 tl,,1 tl,,
4 tmp,,4 tmp,,
ms-xml/tc/tc_p039r_preTEI.xml,,ms-xml/tcn/tcn_p039r_preTEI.xml,,ms-xml/tl/tl_p039r_preTEI.xml
3 ab,,3 ab,,3 ab
1 bp,,1 bp,,1 bp
4 cn,,4 cn,,4 cn
2 div,,1 corr,,2 div
1 emph,,2 div,,1 emph
2 env,,1 emph,,2 env
8 exp,,2 env,,2 head
2 head,,8 exp,,21 m
26 lb,,2 head,,5 ms
21 m,,26 lb,,9 pa
5 ms,,21 m,,4 pl
9 pa,,5 ms,,1 pn
4 pl,,9 pa,,5 pro
1 pn,,4 pl,,1 root
5 pro,,1 pn,,1 sn
1 root,,5 pro,,5 tl
1 sn,,1 root,,2 tmp
5 tl,,1 sn,,
2 tmp,,5 tl,,
,,2 tmp,,
ms-xml/tc/tc_p039v_preTEI.xml,,ms-xml/tcn/tcn_p039v_preTEI.xml,,ms-xml/tl/tl_p039v_preTEI.xml
3 ab,,3 ab,,3 ab
1 cn,,1 cn,,1 cn
4 del,,1 corr,,2 comment
3 div,,4 del,,4 del
3 head,,3 div,,3 div
1 ill,,3 head,,9 fr
34 lb,,1 ill,,3 head
46 m,,34 lb,,1 ill
3 pa,,47 m,,46 m
2 pro,,3 pa,,3 pa
1 root,,2 pro,,2 pro
5 tl,,1 root,,1 root
,,5 tl,,5 tl
ms-xml/tc/tc_p040r_preTEI.xml,,ms-xml/tcn/tcn_p040r_preTEI.xml,,ms-xml/tl/tl_p040r_preTEI.xml
6 ab,,6 ab,,6 ab
1 add,,1 add,,1 add
1 comment,,5 del,,5 del
5 del,,6 div,,6 div
6 div,,2 env,,2 env
2 env,,2 exp,,2 fr
2 exp,,5 head,,5 head
5 head,,1 ill,,1 ill
1 ill,,1 la,,1 la
1 la,,24 lb,,33 m
24 lb,,31 m,,2 ms
33 m,,2 ms,,3 pa
2 ms,,3 pa,,3 pl
3 pa,,3 pl,,2 pro
3 pl,,2 pro,,1 root
2 pro,,1 root,,3 tl
1 root,,3 tl,,1 tmp
3 tl,,1 tmp,,
1 tmp,,,,
ms-xml/tc/tc_p040v_preTEI.xml,,ms-xml/tcn/tcn_p040v_preTEI.xml,,ms-xml/tl/tl_p040v_preTEI.xml
4 ab,,4 ab,,4 ab
2 add,,2 add,,2 add
1 al,,1 al,,1 al
1 bp,,1 bp,,3 comment
2 comment,,2 comment,,4 del
4 del,,4 del,,4 div
4 div,,4 div,,7 fr
1 exp,,1 exp,,4 head
4 head,,4 head,,25 m
23 lb,,23 lb,,2 ms
25 m,,25 m,,3 pl
2 ms,,2 ms,,5 pro
3 pl,,3 pl,,1 root
5 pro,,5 pro,,12 tl
1 root,,1 root,,1 tmp
11 tl,,12 tl,,
1 tmp,,1 tmp,,
ms-xml/tc/tc_p041r_preTEI.xml,,ms-xml/tcn/tcn_p041r_preTEI.xml,,ms-xml/tl/tl_p041r_preTEI.xml
5 ab,,5 ab,,5 ab
1 add,,1 add,,1 add
4 al,,4 al,,4 al
1 comment,,2 del,,2 del
2 del,,4 div,,4 div
4 div,,2 env,,2 env
1 env,,3 exp,,3 fr
3 exp,,4 head,,4 head
4 head,,30 lb,,34 m
30 lb,,34 m,,6 ms
33 m,,6 ms,,3 pa
6 ms,,3 pa,,2 pro
3 pa,,2 pro,,1 root
2 pro,,1 root,,3 tl
1 root,,3 tl,,2 tmp
3 tl,,2 tmp,,
2 tmp,,,,
ms-xml/tc/tc_p041v_preTEI.xml,,ms-xml/tcn/tcn_p041v_preTEI.xml,,ms-xml/tl/tl_p041v_preTEI.xml
4 ab,,4 ab,,4 ab
3 al,,3 al,,3 al
1 bp,,1 bp,,1 bp
1 comment,,1 corr,,1 corr
6 del,,6 del,,6 del
1 df,,1 df,,1 df
3 div,,3 div,,3 div
4 exp,,4 exp,,3 fr
3 head,,3 head,,3 head
1 ill,,1 ill,,1 ill
31 lb,,31 lb,,27 m
26 m,,26 m,,1 ms
1 ms,,1 ms,,3 pro
1 pa,,1 pl,,1 root
3 pro,,3 pro,,1 tl
1 root,,1 root,,2 tmp
2 tl,,2 tl,,
2 tmp,,2 tmp,,
8 ups,,,,
ms-xml/tc/tc_p042r_preTEI.xml,,ms-xml/tcn/tcn_p042r_preTEI.xml,,ms-xml/tl/tl_p042r_preTEI.xml
3 ab,,3 ab,,3 ab
1 bp,,1 bp,,1 bp
4 del,,4 del,,4 del
3 div,,3 div,,3 div
6 exp,,6 exp,,3 fr
3 head,,3 head,,3 head
25 lb,,25 lb,,22 m
22 m,,23 m,,1 pro
1 pro,,1 pro,,1 root
1 root,,1 root,,5 tl
6 tl,,5 tl,,
ms-xml/tc/tc_p042v_preTEI.xml,,ms-xml/tcn/tcn_p042v_preTEI.xml,,ms-xml/tl/tl_p042v_preTEI.xml
6 ab,,6 ab,,6 ab
1 add,,1 add,,1 add
1 bp,,1 bp,,3 del
3 del,,3 del,,6 div
6 div,,6 div,,1 fr
2 exp,,2 exp,,6 head
6 head,,6 head,,32 m
17 lb,,17 lb,,1 ms
33 m,,32 m,,3 pa
1 ms,,1 ms,,1 root
3 pa,,3 pa,,6 tl
1 root,,1 root,,1 tmp
6 tl,,6 tl,,
1 tmp,,1 tmp,,
ms-xml/tc/tc_p043r_preTEI.xml,,ms-xml/tcn/tcn_p043r_preTEI.xml,,ms-xml/tl/tl_p043r_preTEI.xml
4 ab,,4 ab,,4 ab
2 bp,,2 bp,,2 bp
1 comment,,1 comment,,2 comment
5 del,,5 del,,5 del
4 div,,4 div,,4 div
3 exp,,3 exp,,1 exp
4 head,,4 head,,4 fr
1 it,,1 it,,4 head
24 lb,,24 lb,,1 it
29 m,,29 m,,13 lb
7 ms,,7 ms,,29 m
2 pa,,2 pa,,7 ms
2 pl,,2 pl,,2 pa
2 pro,,2 pro,,2 pl
1 root,,1 root,,2 pro
5 tl,,4 tl,,1 root
4 tmp,,4 tmp,,5 tl
,,,,4 tmp
ms-xml/tc/tc_p043v_preTEI.xml,,ms-xml/tcn/tcn_p043v_preTEI.xml,,ms-xml/tl/tl_p043v_preTEI.xml
4 ab,,4 ab,,4 ab
1 comment,,1 comment,,4 comment
4 del,,4 del,,4 del
4 div,,4 div,,4 div
7 exp,,7 exp,,2 fr
4 head,,4 head,,4 head
23 lb,,23 lb,,15 m
15 m,,15 m,,3 ms
3 ms,,3 ms,,1 pa
3 pa,,3 pa,,1 pro
1 pro,,1 pro,,1 root
1 root,,1 root,,2 tl
2 tl,,2 tl,,1 tmp
1 tmp,,1 tmp,,4 wp
7 wp,,7 wp,,
ms-xml/tc/tc_p044r_preTEI.xml,,ms-xml/tcn/tcn_p044r_preTEI.xml,,ms-xml/tl/tl_p044r_preTEI.xml
6 ab,,6 ab,,6 ab
1 add,,1 add,,1 add
4 cn,,4 cn,,4 cn
